#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
AA7.hmm              -            458 KW1-S21_197_cg2_25   -            961   3.3e-19   65.1   0.4   1   1   1.2e-18   3.8e-16   55.0   0.9    13   146    42   178    37   189 0.86 -
AA4.hmm              -            522 KW1-S21_197_cg2_25   -            961   3.3e-15   51.0   0.0   1   1   6.2e-15     2e-12   41.8   0.0    52   188    42   177    24   188 0.87 -
CE4.hmm              -            130 KW1-S21_197_cg8_8    -            268   8.6e-23   76.3   0.0   1   1   2.5e-25   1.6e-22   75.4   0.0    11   126    13   154    10   157 0.83 -
GT4.hmm              -            160 KW1-S21_197_cg8_15   -            433   1.3e-27   91.8   0.0   1   1   3.8e-30   2.4e-27   90.9   0.0     5   157   225   387   221   390 0.82 -
GT20.hmm             -            475 KW1-S21_197_cg8_17   -            506  2.5e-130  430.4   0.0   1   1  4.8e-133  3.1e-130  430.1   0.0    11   474    22   502    14   503 0.91 -
GH109.hmm            -            126 KW1-S21_197_cg18_2   -            374   6.8e-17   57.4   0.1   1   1   3.6e-19   2.3e-16   55.7   0.1     1   115     6   112     6   121 0.87 -
GT4.hmm              -            160 KW1-S21_197_cg28_2   -            441   1.3e-22   75.5   0.0   1   1   3.5e-25   2.3e-22   74.7   0.0     5   159   227   391   223   392 0.84 -
CE14.hmm             -            124 KW1-S21_197_cg30_4   -            241   4.6e-30  100.2   0.1   1   1   1.3e-32   8.6e-30   99.4   0.1     1   122     9   121     9   125 0.94 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S21_197_cg34_2   -            726   4.7e-20   67.4   0.0   1   1     7e-22   2.3e-19   65.2   0.0     3   126   496   618   494   646 0.91 Glycosyl transferase family 2
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S21_197_cg34_11  -            248   3.2e-25   84.2   0.0   1   1   7.1e-28   4.5e-25   83.7   0.0     1   167     6   171     6   174 0.97 Glycosyl transferase family 2
GH74.hmm             -            233 KW1-S21_197_cg55_3   -           1067   1.4e-59  196.6  16.6   1   1   6.2e-17     4e-14   47.8   0.0    39   114   143   228   118   230 0.84 -
AA4.hmm              -            522 KW1-S21_197_cg57_3   -            456   7.5e-33  109.2   0.0   1   1   1.2e-31     4e-29   96.9   0.0    16   246     9   233     1   255 0.82 -
AA7.hmm              -            458 KW1-S21_197_cg57_3   -            456   1.1e-26   89.8   0.3   1   1   4.5e-27   1.4e-24   82.8   0.8    10   204    42   241    36   256 0.87 -
CE14.hmm             -            124 KW1-S21_197_cg60_1   -            239   1.1e-33  111.9   0.1   1   1   2.9e-36   1.8e-33  111.2   0.1     1   124    11   131    11   142 0.92 -
GH15.hmm             -            361 KW1-S21_197_cg78_3   -            625   2.4e-83  275.6   0.0   1   1   4.4e-86   2.8e-83  275.3   0.0     2   360   239   601   238   602 0.86 -
GT4.hmm              -            160 KW1-S21_197_cg81_2   -            307   4.6e-23   77.0   0.0   1   1   1.5e-25   9.7e-23   75.9   0.0     9   132   144   254   142   268 0.92 -
GT41.hmm             -            705 KW1-S21_197_cg87_13  -            188   1.3e-19   65.5   0.7   1   1   7.2e-21   4.6e-18   60.3   0.7    65   191    16   132    13   180 0.89 -
CE10.hmm             -            341 KW1-S21_197_cg89_5   -            154   6.6e-15   50.8   0.0   1   1   1.2e-17   7.4e-15   50.7   0.0   168   330     2   142     1   152 0.77 -
GT39.hmm             -            223 KW1-S21_197_cg134_5  -            397   1.1e-16   56.4  12.5   1   1   4.5e-19   2.9e-16   55.0  12.5    47   214   102   284    86   286 0.85 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S21_197_cg135_4  -            258     2e-25   84.9   0.0   1   1   3.8e-28   2.5e-25   84.6   0.0     1   129    13   141    13   175 0.90 Glycosyl transferase family 2
CE1.hmm              -            227 KW1-S21_197_cg136_2  -            227   5.3e-22   73.9   0.0   1   1   1.1e-24   6.8e-22   73.6   0.0     6   208     9   205     5   220 0.78 -
GT4.hmm              -            160 KW1-S21_197_cg137_24 -            381   4.6e-42  138.7   0.0   1   1   2.1e-44   6.6e-42  138.2   0.0     9   159   191   341   188   342 0.97 -
GT5.hmm              -            472 KW1-S21_197_cg137_24 -            381   6.8e-18   59.8   0.0   1   1   3.2e-17     1e-14   49.3   0.0   294   471   193   365   177   366 0.87 -
CE14.hmm             -            124 KW1-S21_197_cg150_1  -            163   2.6e-34  114.0   0.0   1   1   5.1e-37   3.3e-34  113.6   0.0     1   124    11   131    11   143 0.92 -
AA3_2.hmm            -            568 KW1-S21_197_cg176_4  -            507  1.4e-118  392.3   0.0   1   2   1.6e-81   2.1e-79  263.0   0.0     2   323     2   310     1   329 0.92 -
AA3_2.hmm            -            568 KW1-S21_197_cg176_4  -            507  1.4e-118  392.3   0.0   2   2   2.1e-40   2.7e-38  127.3   0.0   408   566   341   502   327   503 0.92 -
AA3.hmm              -            618 KW1-S21_197_cg176_4  -            507   4.2e-85  281.6   0.0   1   1   3.9e-87     5e-85  281.4   0.0    89   398     2   502     1   505 0.86 -
AA3_3.hmm            -            590 KW1-S21_197_cg176_4  -            507   9.6e-64  211.0   0.0   1   2     5e-48   6.4e-46  152.1   0.0     3   319     3   308     1   323 0.86 -
AA3_3.hmm            -            590 KW1-S21_197_cg176_4  -            507   9.6e-64  211.0   0.0   2   2   3.9e-19     5e-17   56.7   0.0   510   585   425   501   411   506 0.90 -
