#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT41.hmm             -            705 KW1-S21_271_cg6_4    -            290   4.2e-22   73.7   0.0   1   1   1.5e-16   9.3e-14   46.1   0.0    56   189    10   133     4   137 0.93 -
AA10.hmm             -            178 KW1-S21_271_cg13_2   -            409   1.2e-49  164.5   0.0   1   1   6.5e-52   2.1e-49  163.7   0.0     1   177    29   210    29   211 0.86 -
CBM73.hmm            -             54 KW1-S21_271_cg13_2   -            409   1.4e-20   68.3   2.5   1   1     1e-22   3.3e-20   67.1   2.5     7    52   359   404   352   406 0.92 -
GT4.hmm              -            160 KW1-S21_271_cg14_2   -            382   8.7e-20   66.3   0.1   1   1   3.7e-22   2.4e-19   64.9   0.1     8   157   199   356   192   359 0.94 -
GT81.hmm             -            293 KW1-S21_271_cg20_3   -            403   3.6e-63  208.4   0.0   1   1   1.2e-65   7.7e-63  207.4   0.0    14   265    28   319    14   339 0.79 -
GH130.hmm            -            296 KW1-S21_271_cg22_2   -            503   1.9e-55  183.1   0.0   1   1     1e-56   6.7e-54  178.0   0.0    54   295   262   499   249   500 0.90 -
CE10.hmm             -            341 KW1-S21_271_cg29_3   -            367   1.8e-17   59.3   0.0   1   1   3.3e-20   2.1e-17   59.0   0.0   142   193     5    63     2   180 0.85 -
AA4.hmm              -            522 KW1-S21_271_cg35_6   -            496   1.2e-29   98.6   0.0   1   1     4e-28   1.3e-25   85.3   0.5    16   252    15   241     6   273 0.87 -
AA7.hmm              -            458 KW1-S21_271_cg35_6   -            496   1.5e-19   66.3   0.6   1   1   1.1e-21   3.4e-19   65.1   0.6    13   194    49   237    45   251 0.86 -
AA4.hmm              -            522 KW1-S21_271_cg35_7   -            444   1.4e-17   58.8   0.1   1   1   5.3e-18   3.4e-15   50.9   0.0    43   260    25   236     3   250 0.83 -
