#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CE10.hmm             -            341 KW1-S11_124_cg7_16   -            285   2.4e-21   72.0   0.0   1   1   4.4e-24   2.8e-21   71.7   0.0    67   209    43   188    18   234 0.81 -
GH3.hmm              -            216 KW1-S11_124_cg42_6   -            272   6.6e-47  155.1   0.0   1   1   1.2e-49   7.4e-47  155.0   0.0     8   198    55   260    48   272 0.88 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S11_124_cg44_8   -            284   8.8e-30   99.0   0.1   1   1   8.5e-32   1.4e-29   98.4   0.1     1   104     4   102     4   139 0.94 Glycosyl transferase family 2
GT2_Glyco_tranf_2_3.hmm PF13641.5    230 KW1-S11_124_cg44_8   -            284   2.7e-20   68.5   0.0   1   1   6.5e-22     1e-19   66.6   0.0     4   212     3   198     1   222 0.84 Glycosyltransferase like family 2
GT27.hmm                -            295 KW1-S11_124_cg44_8   -            284   5.1e-17   57.4   0.1   1   1   5.6e-19     9e-17   56.6   0.1     1   112     4   103     4   107 0.88 -
CE11.hmm             -            271 KW1-S11_124_cg54_1   -            163   7.3e-66  217.5   0.0   1   1   1.3e-68   8.2e-66  217.3   0.0     1   160     4   163     4   163 1.00 -
GH23.hmm             -            135 KW1-S11_124_cg64_2   -            192   4.5e-18   61.4   0.2   1   1     9e-21   5.8e-18   61.0   0.2    14   119    46   185    32   190 0.86 -
GH23.hmm             -            135 KW1-S11_124_cg66_9   -            727   9.4e-26   86.2   0.3   1   1   3.4e-28   2.2e-25   85.0   0.3    15   124   555   704   544   713 0.90 -
CE1.hmm              -            227 KW1-S11_124_cg73_5   -            223   1.9e-15   52.5   0.0   1   1   3.9e-18   2.5e-15   52.1   0.0    28   209    18   205    12   215 0.75 -
AA6.hmm              -            195 KW1-S11_124_cg77_1   -            196   9.6e-61  199.9   0.0   1   1   1.7e-63   1.1e-60  199.8   0.0     1   192     3   190     3   193 0.93 -
AA3_2.hmm            -            568 KW1-S11_124_cg85_2   -            559  2.4e-170  563.2   0.0   1   1  2.2e-172  2.8e-170  563.0   0.0     1   566     3   528     3   530 0.95 -
AA3.hmm              -            618 KW1-S11_124_cg85_2   -            559  4.1e-107  354.3   0.0   1   1  3.9e-109    5e-107  354.0   0.0    86   401     1   531     1   544 0.87 -
AA3_3.hmm            -            590 KW1-S11_124_cg85_2   -            559   4.3e-85  281.5   0.0   1   2   2.8e-68   3.5e-66  219.0   0.0     2   317     4   305     3   347 0.91 -
AA3_3.hmm            -            590 KW1-S11_124_cg85_2   -            559   4.3e-85  281.5   0.0   2   2   5.5e-17     7e-15   49.6   0.0   509   586   452   528   441   530 0.93 -
AA3_1.hmm            -            548 KW1-S11_124_cg85_2   -            559   1.4e-61  203.9   0.0   1   1     2e-63   2.6e-61  203.1   0.0    14   544     2   527     1   530 0.77 -
AA8.hmm              -            815 KW1-S11_124_cg85_2   -            559   6.7e-45  148.6   0.0   1   1   3.9e-46     5e-44  145.7   0.0   243   780     2   534     1   557 0.71 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S11_124_cg95_8   -            247   4.1e-22   74.1   0.0   1   1   5.8e-24   3.7e-21   71.0   0.0     1   100    24   117    24   122 0.94 Glycosyl transferase family 2
GT51.hmm             -            177 KW1-S11_124_cg102_1  -            243   2.1e-25   84.5   0.0   1   1   4.7e-28     3e-25   84.0   0.0    10    84   168   242   159   243 0.94 -
GT35.hmm             -            674 KW1-S11_124_cg103_1  -            645  8.7e-227  750.0   0.0   1   1  1.5e-229  9.7e-227  749.9   0.0    86   673     2   631     1   632 0.98 -
GH13_11.hmm          -            351 KW1-S11_124_cg103_2  -            701  3.4e-162  534.9   0.1   1   1  1.2e-163  4.8e-162  534.4   0.1     1   351   183   532   183   532 0.99 -
GH13.hmm             -            299 KW1-S11_124_cg103_2  -            701     4e-52  173.6   1.0   1   1     2e-53   7.9e-52  172.6   1.0    12   296   183   538   175   541 0.91 -
GH13_10.hmm          -            313 KW1-S11_124_cg103_2  -            701   3.7e-50  166.3   0.3   1   1   1.6e-51   6.5e-50  165.5   0.1     3   312   182   529   181   530 0.81 -
GH13_14.hmm          -            289 KW1-S11_124_cg103_2  -            701   2.2e-44  147.2   0.0   1   1   1.1e-45   4.6e-44  146.1   0.0     1   289   195   528   195   528 0.83 -
GH13_41.hmm          -            294 KW1-S11_124_cg103_2  -            701   3.5e-37  123.7   0.0   1   1   1.2e-38   4.7e-37  123.3   0.0     3   293   186   534   184   535 0.85 -
GH13_13.hmm          -            361 KW1-S11_124_cg103_2  -            701   1.4e-32  108.4   1.0   1   1   3.2e-33   1.3e-31  105.2   0.5    55   361   223   529   195   529 0.73 -
GH13_12.hmm          -            284 KW1-S11_124_cg103_2  -            701     6e-25   83.7   0.0   1   1     3e-26   1.2e-24   82.7   0.0    11   153   196   348   186   389 0.81 -
GH13_37.hmm          -            320 KW1-S11_124_cg103_2  -            701   2.6e-24   81.0   1.3   1   1     3e-22   1.2e-20   68.9   0.0     7   160   182   353   179   378 0.78 -
GH13_32.hmm          -            269 KW1-S11_124_cg103_2  -            701   1.7e-23   78.8   0.0   1   1     1e-24   4.2e-23   77.5   0.0     1   257   202   469   202   480 0.75 -
GH13_9.hmm           -            301 KW1-S11_124_cg103_2  -            701     1e-21   72.8   0.1   1   1   5.5e-23   2.2e-21   71.6   0.1     2   134   197   348   196   378 0.84 -
GH13_28.hmm          -            266 KW1-S11_124_cg103_2  -            701   2.5e-20   68.1   0.0   1   1   1.7e-21   6.7e-20   66.7   0.0    10   183   195   369   190   379 0.78 -
CBM48.hmm            -             76 KW1-S11_124_cg103_2  -            701   2.3e-18   61.9   0.2   1   1   5.7e-19   2.3e-17   58.7   0.0     2    71    12   103    11   109 0.86 -
GH77.hmm             -            494 KW1-S11_124_cg103_3  -            740  1.2e-148  491.3   3.6   1   1  2.2e-151  1.4e-148  491.0   3.6     1   490   188   731   188   735 0.91 -
GT28.hmm             -            157 KW1-S11_124_cg118_5  -            365   3.3e-53  174.9   0.4   1   1   8.4e-56   5.4e-53  174.2   0.4     2   157   190   350   189   350 0.96 -
AA7.hmm              -            458 KW1-S11_124_cg124_12 -            248   9.7e-23   76.8   0.0   1   1   3.6e-23   2.3e-20   69.0   0.0   183   458     2   244     1   244 0.86 -
GH103.hmm            -            295 KW1-S11_124_cg142_5  -            330   5.3e-93  306.6   0.0   1   1   9.8e-96   6.3e-93  306.4   0.0     6   292    33   320    29   323 0.93 -
AA3_2.hmm            -            568 KW1-S11_124_cg153_5  -             54   1.3e-18   62.2   0.1   1   1   4.3e-21   1.4e-18   62.2   0.1     1    48     5    51     5    54 0.94 -
AA3.hmm              -            618 KW1-S11_124_cg153_5  -             54   9.5e-15   49.2   0.0   1   1     3e-17   9.6e-15   49.2   0.0    86   124     3    44     1    53 0.88 -
GT41.hmm             -            705 KW1-S11_124_cg158_7  -            567   2.7e-26   87.6  19.7   1   1   1.7e-15   1.1e-12   42.5   0.2    58   191   393   517   386   530 0.92 -
GH23.hmm             -            135 KW1-S11_124_cg170_6  -            526     1e-23   79.6   0.3   1   1     5e-26   3.2e-23   78.0   0.3     6   124   355   512   351   520 0.94 -
GH3.hmm              -            216 KW1-S11_124_cg179_7  -            211   2.2e-34  114.2   0.0   1   1   4.3e-37   2.8e-34  113.9   0.0    87   216     1   140     1   140 0.92 -
CE11.hmm             -            271 KW1-S11_124_cg232_3  -            281  1.6e-106  350.8   0.0   1   1  2.9e-109  1.9e-106  350.6   0.0    22   270     2   252     1   253 0.98 -
CBM50.hmm            -             40 KW1-S11_124_cg264_8  -            241   2.9e-16   54.9   0.9   1   1   1.1e-18   6.9e-16   53.7   0.9     1    39    36    78    36    78 0.89 -
GH23.hmm             -            135 KW1-S11_124_cg269_1  -            196   3.1e-19   65.1   0.0   1   1   9.2e-22   5.9e-19   64.2   0.0    10   105    89   184    81   195 0.85 -
AA3_2.hmm            -            568 KW1-S11_124_cg273_4  -            548    4e-164  542.7   0.0   1   1  4.9e-166  6.3e-164  542.0   0.0     1   566     5   530     5   532 0.96 -
AA3.hmm              -            618 KW1-S11_124_cg273_4  -            548    2e-107  355.4   0.0   1   1  1.8e-109  2.3e-107  355.1   0.0    86   402     3   534     1   543 0.89 -
AA3_3.hmm            -            590 KW1-S11_124_cg273_4  -            548   2.6e-81  269.0   0.0   1   2   6.4e-64   8.3e-62  204.6   0.0     1   319     5   308     5   344 0.89 -
AA3_3.hmm            -            590 KW1-S11_124_cg273_4  -            548   2.6e-81  269.0   0.0   2   2   2.6e-18   3.3e-16   54.0   0.0   510   585   455   529   444   533 0.94 -
AA3_1.hmm            -            548 KW1-S11_124_cg273_4  -            548   4.2e-56  185.9   0.0   1   1   1.2e-57   1.5e-55  184.1   0.0    13   543     3   528     1   531 0.80 -
AA8.hmm              -            815 KW1-S11_124_cg273_4  -            548   2.9e-41  136.6   0.0   1   2   1.4e-28   1.8e-26   87.6   0.0   242   515     3   277     1   305 0.78 -
AA8.hmm              -            815 KW1-S11_124_cg273_4  -            548   2.9e-41  136.6   0.0   2   2   8.8e-16   1.1e-13   45.3   0.0   654   777   410   533   389   543 0.77 -
PL22.hmm             -            265 KW1-S11_124_cg280_4  -            424     1e-25   85.7   0.0   1   1   1.9e-15   1.2e-12   42.8   0.0   137   254   278   395   275   401 0.86 -
GT51.hmm             -            177 KW1-S11_124_cg282_10 -            841   2.6e-64  211.2   0.0   1   1   6.6e-67   4.2e-64  210.6   0.0     4   176    58   230    55   231 0.98 -
GT5.hmm              -            472 KW1-S11_124_cg285_4  -            521  4.1e-119  393.6   0.0   1   1  1.5e-121  4.7e-119  393.4   0.0     1   471     3   517     3   518 0.87 -
GT4.hmm              -            160 KW1-S11_124_cg285_4  -            521   5.9e-16   53.8   0.0   1   1   4.1e-18   1.3e-15   52.7   0.0    39   150   369   479   324   486 0.77 -
GH13_9.hmm           -            301 KW1-S11_124_cg285_5  -            722  4.3e-155  510.7   0.1   1   1    7e-157  5.6e-155  510.3   0.1     2   301   273   570   272   570 0.99 -
GH13_8.hmm           -            293 KW1-S11_124_cg285_5  -            722   6.3e-44  145.6   0.1   1   1   1.2e-45   9.9e-44  144.9   0.1     1   244   295   532   295   543 0.86 -
GH13_10.hmm          -            313 KW1-S11_124_cg285_5  -            722   6.5e-36  119.5   0.2   1   1   1.8e-36   1.5e-34  115.1   0.1     7   208   263   486   261   530 0.81 -
GH13.hmm             -            299 KW1-S11_124_cg285_5  -            722   1.7e-30  102.5   4.6   1   1   3.9e-32   3.1e-30  101.7   4.6    22   294   271   575   259   580 0.72 -
GH13_3.hmm           -            210 KW1-S11_124_cg285_5  -            722   7.7e-28   92.7   0.1   1   1   1.6e-29   1.2e-27   92.0   0.1     5   208   271   488   267   490 0.92 -
CBM48.hmm            -             76 KW1-S11_124_cg285_5  -            722   8.9e-27   88.8   0.0   1   1   2.3e-19   1.9e-17   59.0   0.0     2    70   119   205   118   210 0.88 -
GH13_11.hmm          -            351 KW1-S11_124_cg285_5  -            722     2e-20   68.6   0.1   1   1   3.8e-22     3e-20   68.0   0.1     4   202   263   455   262   506 0.80 -
GH13_14.hmm          -            289 KW1-S11_124_cg285_5  -            722     4e-16   54.4   0.0   1   1     8e-18   6.4e-16   53.8   0.0     2   153   272   407   271   410 0.84 -
GT35.hmm             -            674 KW1-S11_124_cg285_6  -            282     1e-69  230.9   0.0   1   1     2e-72   1.3e-69  230.7   0.0     1   165   108   282   108   282 1.00 -
GT19.hmm             -            354 KW1-S11_124_cg290_15 -            389  2.1e-122  403.4   0.0   1   1  3.7e-125  2.3e-122  403.3   0.0     1   352     7   361     7   363 0.98 -
AA7.hmm              -            458 KW1-S11_124_cg304_3  -            981   1.6e-17   59.6   0.0   1   1   1.7e-17   1.1e-14   50.2   0.0    11   145    41   181    34   190 0.88 -
GT35.hmm             -            674 KW1-S11_124_cg327_1  -            358    1e-122  406.1   0.0   1   1  1.8e-125  1.1e-122  405.9   0.0   346   673     1   344     1   345 0.98 -
GH13_11.hmm          -            351 KW1-S11_124_cg327_2  -            713  9.1e-165  543.3   0.0   1   1  3.7e-166  1.2e-164  543.0   0.0     1   351   183   532   183   532 0.99 -
GH13.hmm             -            299 KW1-S11_124_cg327_2  -            713   1.3e-55  185.0   0.5   1   1   7.6e-57   2.4e-55  184.1   0.5    11   296   182   538   172   541 0.92 -
GH13_10.hmm          -            313 KW1-S11_124_cg327_2  -            713     2e-50  167.2   0.1   1   1   2.1e-51   6.7e-50  165.4   0.0     4   312   183   529   181   530 0.82 -
GH13_14.hmm          -            289 KW1-S11_124_cg327_2  -            713   8.7e-46  151.8   0.0   1   1   3.9e-47   1.3e-45  151.2   0.0     1   289   195   528   195   528 0.81 -
GH13_41.hmm          -            294 KW1-S11_124_cg327_2  -            713   3.1e-41  137.0   0.0   1   1   1.4e-42   4.4e-41  136.5   0.0     3   293   186   534   184   535 0.87 -
GH13_13.hmm          -            361 KW1-S11_124_cg327_2  -            713   1.8e-31  104.8   0.3   1   1   3.6e-31   1.1e-29   98.8   0.3    53   361   221   529   195   529 0.73 -
GH13_12.hmm          -            284 KW1-S11_124_cg327_2  -            713   8.6e-30   99.6   0.0   1   1   4.7e-31   1.5e-29   98.8   0.0    10   154   195   349   185   463 0.83 -
GH13_37.hmm          -            320 KW1-S11_124_cg327_2  -            713   1.7e-23   78.3   0.6   1   1   9.1e-22   2.9e-20   67.7   0.0     9   160   184   353   179   358 0.74 -
GH13_9.hmm           -            301 KW1-S11_124_cg327_2  -            713   2.6e-23   78.0   0.2   1   1   2.5e-24     8e-23   76.3   0.1     2   133   197   347   196   361 0.83 -
GH13_28.hmm          -            266 KW1-S11_124_cg327_2  -            713   5.6e-22   73.5   0.0   1   1   3.2e-23     1e-21   72.7   0.0    10   182   195   368   184   473 0.79 -
GH13_20.hmm          -            300 KW1-S11_124_cg327_2  -            713   2.6e-21   71.5   0.0   1   1   2.4e-21   7.6e-20   66.7   0.0    10   293   195   530   184   537 0.80 -
GH13_32.hmm          -            269 KW1-S11_124_cg327_2  -            713   6.7e-21   70.3   0.0   1   1   4.6e-22   1.5e-20   69.1   0.0     1   255   202   467   202   478 0.71 -
CBM48.hmm            -             76 KW1-S11_124_cg327_2  -            713   3.4e-19   64.5   0.3   1   1   3.2e-19     1e-17   59.8   0.0     2    71    12   103    11   109 0.85 -
GH13_1.hmm           -            306 KW1-S11_124_cg327_2  -            713     1e-16   56.2   0.1   1   1   9.3e-16     3e-14   48.1   0.0    11   174   195   351   184   368 0.84 -
GH13_2.hmm           -            310 KW1-S11_124_cg327_2  -            713   4.3e-16   54.5   1.0   1   1   7.9e-17   2.5e-15   52.0   0.2    11   119   195   311   184   351 0.82 -
GH13_8.hmm           -            293 KW1-S11_124_cg327_2  -            713   6.9e-16   53.5   0.1   1   1   3.6e-17   1.1e-15   52.8   0.1     2   123   229   359   228   371 0.78 -
GH13_39.hmm          -            316 KW1-S11_124_cg327_2  -            713   5.2e-15   50.9   0.0   1   1   3.9e-16   1.2e-14   49.6   0.0    10   280   195   475   184   530 0.75 -
GH77.hmm             -            494 KW1-S11_124_cg327_3  -            740  4.3e-145  479.5   0.6   1   1  8.5e-148  5.4e-145  479.2   0.6     1   488   188   729   188   734 0.91 -
GH13_9.hmm           -            301 KW1-S11_124_cg336_2  -            734  1.2e-160  528.9   1.7   1   1  2.1e-162  1.5e-160  528.5   1.7     1   301   283   583   283   583 1.00 -
GH13_8.hmm           -            293 KW1-S11_124_cg336_2  -            734     3e-48  159.8   0.6   1   1   8.4e-50     6e-48  158.8   0.6     1   206   306   508   306   555 0.86 -
GH13_10.hmm          -            313 KW1-S11_124_cg336_2  -            734   1.2e-39  131.8   0.3   1   1   2.7e-40   1.9e-38  127.8   0.1     8   203   275   494   267   506 0.82 -
GH13_3.hmm           -            210 KW1-S11_124_cg336_2  -            734   2.6e-33  110.5   0.4   1   1   6.1e-35   4.3e-33  109.8   0.4     6   209   283   502   278   503 0.92 -
GH13.hmm             -            299 KW1-S11_124_cg336_2  -            734   4.6e-30  101.1  10.4   1   1   1.2e-31   8.3e-30  100.3  10.4    13   293   269   587   263   593 0.64 -
CBM48.hmm            -             76 KW1-S11_124_cg336_2  -            734   2.9e-26   87.2   0.2   1   1   1.4e-21     1e-19   66.3   0.0     3    71   132   217   130   221 0.89 -
GH13_11.hmm          -            351 KW1-S11_124_cg336_2  -            734   5.7e-22   73.7   0.4   1   1   1.2e-23   8.8e-22   73.1   0.4     4   172   274   421   271   527 0.77 -
GH13_14.hmm          -            289 KW1-S11_124_cg336_2  -            734   1.7e-17   58.9   0.0   1   1   4.1e-19   2.9e-17   58.2   0.0     3   153   284   418   282   430 0.85 -
GT30.hmm             -            177 KW1-S11_124_cg368_3  -            410   1.1e-46  153.8   0.0   1   1   2.6e-49   1.7e-46  153.2   0.0    12   175    50   211    29   213 0.94 -
GT9.hmm              -            225 KW1-S11_124_cg368_5  -            355   3.1e-50  166.5   0.0   1   1   7.5e-53   4.8e-50  165.8   0.0     3   202    75   301    73   321 0.86 -
GT41.hmm             -            705 KW1-S11_124_cg377_6  -            414   7.4e-30   99.3   4.2   1   1   6.3e-24     4e-21   70.5   1.2    39   191     8   150     1   151 0.88 -
#
# Program:         hmmscan
# Version:         3.3.1 (Jul 2020)
# Pipeline mode:   SCAN
