#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH23.hmm             -            135 KW1-S15_267_cg21_8   -            689   8.4e-24   79.9   0.1   1   1   1.3e-26   8.4e-24   79.9   0.1    16   125   545   670   531   676 0.89 -
GT5.hmm              -            472 KW1-S15_267_cg22_6   -            446   4.1e-97  321.0   0.0   1   1  7.2e-100   4.6e-97  320.9   0.0    29   471     2   434     1   435 0.96 -
AA3.hmm              -            618 KW1-S15_267_cg42_9   -            549   2.2e-49  163.6   0.0   1   1   1.9e-51   3.1e-49  163.2   0.0    86   405     2   530     1   539 0.70 -
AA3_2.hmm            -            568 KW1-S15_267_cg42_9   -            549   3.3e-23   77.5   0.0   1   1   1.5e-15   2.4e-13   44.9   0.0     2   278     5   272     4   274 0.68 -
GT4.hmm              -            160 KW1-S15_267_cg45_2   -            375   1.9e-18   61.9   0.0   1   1   5.8e-21   3.7e-18   61.0   0.0     6   157   193   343   189   346 0.93 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S15_267_cg45_3   -            311   3.1e-31  103.7   0.0   1   1   1.4e-33   4.6e-31  103.2   0.0     2   109    12   118    11   168 0.90 Glycosyl transferase family 2
GT2_Glyco_tranf_2_3.hmm PF13641.5    230 KW1-S15_267_cg45_3   -            311   1.4e-22   75.9   0.8   1   1   6.9e-25   2.2e-22   75.4   0.4     1   214     8   213     8   225 0.86 Glycosyltransferase like family 2
CE10.hmm             -            341 KW1-S15_267_cg56_3   -            301     2e-62  207.1   0.9   1   1   3.5e-65   2.3e-62  206.9   0.9    81   335    59   297    22   300 0.87 -
GT41.hmm             -            705 KW1-S15_267_cg58_2   -            770     5e-42  139.6  16.8   1   2   2.3e-17   1.4e-14   48.8   0.8   122   191   521   590   519   592 0.95 -
GT41.hmm             -            705 KW1-S15_267_cg58_2   -            770     5e-42  139.6  16.8   2   2     4e-15   2.6e-12   41.4   0.1   123   191   590   658   589   658 0.96 -
CBM50.hmm            -             40 KW1-S15_267_cg69_9   -            328   4.4e-24   79.9   1.1   1   1   2.4e-17   1.5e-14   49.4   0.2     1    40    49    92    49    92 0.90 -
