#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT19.hmm             -            354 KW1-S15_137_cg5_12   -            385  2.4e-112  370.3   0.0   1   1  4.4e-115  2.8e-112  370.1   0.0     1   353     5   368     5   369 0.94 -
AA3_2.hmm            -            568 KW1-S15_137_cg9_2    -            513  7.7e-115  380.0   0.0   1   2   1.3e-80   1.7e-78  260.0   0.0     3   321     5   307     4   342 0.88 -
AA3_2.hmm            -            568 KW1-S15_137_cg9_2    -            513  7.7e-115  380.0   0.0   2   2   8.2e-38   1.1e-35  118.7   0.0   407   564   336   502   308   505 0.88 -
AA3.hmm              -            618 KW1-S15_137_cg9_2    -            513   8.9e-82  270.6   0.0   1   1   8.1e-84     1e-81  270.4   0.0    90   398     5   504     1   509 0.86 -
AA3_3.hmm            -            590 KW1-S15_137_cg9_2    -            513   2.3e-62  206.5   0.0   1   1   4.5e-51   5.8e-49  162.2   0.0     3   313     5   301     4   317 0.84 -
AA3_1.hmm            -            548 KW1-S15_137_cg9_2    -            513   2.5e-43  143.7   0.0   1   1   1.4e-34   1.7e-32  107.9   0.0    17   334     5   314     2   333 0.77 -
AA8.hmm              -            815 KW1-S15_137_cg9_2    -            513   3.3e-32  106.6   0.1   1   1   8.8e-25   1.1e-22   75.0   0.1   245   563     4   314     1   325 0.75 -
GT51.hmm             -            177 KW1-S15_137_cg18_6   -            768     4e-52  171.5   0.0   1   1   1.1e-54   6.8e-52  170.8   0.0    10   176   165   335   154   336 0.95 -
GH3.hmm              -            216 KW1-S15_137_cg20_2   -            727   3.1e-68  224.8   0.0   1   1   8.4e-71   5.4e-68  224.1   0.0     3   216    44   262    42   262 0.98 -
CE10.hmm             -            341 KW1-S15_137_cg26_7   -            308   7.4e-68  224.9   0.1   1   1   1.4e-70   9.2e-68  224.6   0.1    38   323    21   292     4   306 0.88 -
CE10.hmm             -            341 KW1-S15_137_cg38_5   -            657   4.7e-27   90.8   0.1   1   1   1.2e-29   7.6e-27   90.1   0.1    63   324   386   639   339   649 0.78 -
CE10.hmm             -            341 KW1-S15_137_cg38_6   -            243   1.4e-26   89.2   0.1   1   1     5e-29   1.6e-26   89.0   0.1    87   313     8   217     3   240 0.80 -
CE1.hmm              -            227 KW1-S15_137_cg38_6   -            243   2.5e-19   65.2   0.0   1   1     9e-22   2.9e-19   65.0   0.0    15   214     8   220     1   231 0.74 -
AA3_2.hmm            -            568 KW1-S15_137_cg41_1   -            518  4.5e-131  433.6   0.0   1   2   7.8e-85     1e-82  274.0   0.0     2   326     2   315     1   325 0.89 -
AA3_2.hmm            -            568 KW1-S15_137_cg41_1   -            518  4.5e-131  433.6   0.0   2   2   1.3e-49   1.6e-47  157.7   0.0   399   567   340   515   320   516 0.89 -
AA3.hmm              -            618 KW1-S15_137_cg41_1   -            518   1.7e-93  309.3   0.0   1   1   1.5e-95   1.9e-93  309.1   0.0    89   399     2   515     1   517 0.85 -
AA3_3.hmm            -            590 KW1-S15_137_cg41_1   -            518     1e-68  227.4   0.0   1   2   1.9e-49   2.4e-47  156.9   0.0     3   320     3   311     1   322 0.84 -
AA3_3.hmm            -            590 KW1-S15_137_cg41_1   -            518     1e-68  227.4   0.0   2   2   5.8e-22   7.4e-20   66.1   0.1   508   586   435   514   424   516 0.93 -
AA3_1.hmm            -            548 KW1-S15_137_cg41_1   -            518   2.7e-52  173.3   0.0   1   1   4.2e-52   5.4e-50  165.7   0.0    16   543     2   512     1   515 0.75 -
AA8.hmm              -            815 KW1-S15_137_cg41_1   -            518     3e-38  126.6   0.5   1   2   3.6e-26   4.6e-24   79.7   0.2   245   549     2   303     1   348 0.78 -
AA8.hmm              -            815 KW1-S15_137_cg41_1   -            518     3e-38  126.6   0.5   2   2   5.2e-15   6.6e-13   42.7   0.0   652   772   389   512   363   516 0.71 -
CE10.hmm             -            341 KW1-S15_137_cg48_3   -            354   6.7e-43  142.9   0.3   1   1   1.4e-45   8.8e-43  142.5   0.3    79   318    54   328    26   335 0.81 -
GH33.hmm             -            342 KW1-S15_137_cg57_5   -            384     2e-16   55.5   0.2   1   1   2.4e-18   1.5e-15   52.6   0.1    65   326   104   359    82   373 0.76 -
CE10.hmm             -            341 KW1-S15_137_cg78_4   -            603   5.7e-40  133.2   0.3   1   1   1.3e-42   8.4e-40  132.7   0.3    71   211   109   263    76   303 0.86 -
CE4.hmm              -            130 KW1-S15_137_cg86_5   -            275   1.2e-20   69.3   0.0   1   1   4.3e-23   2.8e-20   68.2   0.0     5   127     2   146     1   149 0.84 -
AA6.hmm              -            195 KW1-S15_137_cg107_3  -            199   4.6e-64  210.8   0.0   1   1     8e-67   5.1e-64  210.6   0.0     2   193     5   193     4   195 0.96 -
GH23.hmm             -            135 KW1-S15_137_cg107_7  -            213   5.6e-18   61.1   0.0   1   1   1.4e-20   8.7e-18   60.4   0.0    12   101    85   174    75   194 0.83 -
CE11.hmm             -            271 KW1-S15_137_cg112_1  -            268  8.8e-109  358.2   0.0   1   1  1.5e-111  9.9e-109  358.1   0.0     1   262     5   268     5   268 0.98 -
AA4.hmm              -            522 KW1-S15_137_cg113_17 -            455     1e-22   75.7   0.1   1   1   2.5e-22   1.6e-19   65.2   0.0    52   202    34   184    16   223 0.91 -
CE10.hmm             -            341 KW1-S15_137_cg126_16 -            703   1.8e-22   75.7   0.2   1   1   1.6e-24   5.1e-22   74.2   0.1    76   311   465   682   447   702 0.82 -
CE1.hmm              -            227 KW1-S15_137_cg126_16 -            703   2.1e-15   52.4   0.1   1   1   1.4e-17   4.4e-15   51.3   0.1    10   210   471   682   463   692 0.63 -
CE1.hmm              -            227 KW1-S15_137_cg134_4  -            321     2e-23   78.6   0.0   1   1   3.8e-26   2.4e-23   78.3   0.0     3   208    50   291    48   305 0.73 -
GH23.hmm             -            135 KW1-S15_137_cg159_5  -            735     6e-28   93.3   0.2   1   1   1.9e-30   1.2e-27   92.4   0.2    14   125   569   722   556   730 0.89 -
CE10.hmm             -            341 KW1-S15_137_cg183_3  -            245     2e-37  124.8   1.2   1   1   5.9e-40   3.8e-37  123.9   0.7    75   180   124   242   117   245 0.96 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S15_137_cg187_5  -            269   2.4e-15   52.1   0.0   1   1   5.2e-18   3.3e-15   51.6   0.0     3   126    23   145    22   177 0.91 Glycosyl transferase family 2
GH103.hmm            -            295 KW1-S15_137_cg207_9  -            334  4.5e-100  329.8   0.0   1   1  8.1e-103  5.2e-100  329.6   0.0     8   295    32   323    26   323 0.93 -
GT41.hmm             -            705 KW1-S15_137_cg210_2  -            554   3.8e-29   97.0  11.4   1   1   8.4e-15   5.4e-12   40.3   0.1    78   191   306   409   305   411 0.95 -
AA3_2.hmm            -            568 KW1-S15_137_cg210_8  -            573  2.6e-162  536.7   0.0   1   1  2.4e-164  3.1e-162  536.5   0.0     2   566    14   540    13   542 0.96 -
AA3.hmm              -            618 KW1-S15_137_cg210_8  -            573  2.4e-106  351.8   0.0   1   1  2.5e-108  3.2e-106  351.4   0.0    88   405    13   547     2   565 0.87 -
AA3_3.hmm            -            590 KW1-S15_137_cg210_8  -            573   1.1e-75  250.5   0.0   1   2   3.2e-61     4e-59  195.7   0.0     2   357    14   358    13   363 0.86 -
AA3_3.hmm            -            590 KW1-S15_137_cg210_8  -            573   1.1e-75  250.5   0.0   2   2   1.4e-15   1.8e-13   45.0   0.0   509   585   464   539   461   544 0.93 -
AA3_1.hmm            -            548 KW1-S15_137_cg210_8  -            573   1.4e-61  203.9   0.0   1   1   2.8e-63   3.6e-61  202.6   0.0    14   544    12   539     4   543 0.77 -
AA8.hmm              -            815 KW1-S15_137_cg210_8  -            573   7.9e-48  158.3   0.0   1   1   1.7e-49   2.2e-47  156.8   0.0   240   777     9   543     1   567 0.75 -
CE10.hmm             -            341 KW1-S15_137_cg218_5  -            168   2.2e-22   75.4   0.2   1   1   4.1e-25   2.6e-22   75.1   0.2    75   202    25   157    14   164 0.82 -
GT41.hmm             -            705 KW1-S15_137_cg220_1  -            625   4.6e-42  139.7   2.3   1   2   1.2e-22   7.5e-20   66.2   0.8    63   189    20   136     3   139 0.91 -
GT41.hmm             -            705 KW1-S15_137_cg220_1  -            625   4.6e-42  139.7   2.3   2   2   5.5e-16   3.5e-13   44.2   0.0   118   230   200   355   199   409 0.75 -
CE11.hmm             -            271 KW1-S15_137_cg229_3  -            278   2.1e-93  307.8   0.0   1   1   3.6e-96   2.3e-93  307.7   0.0    23   270     1   249     1   250 0.99 -
GT51.hmm             -            177 KW1-S15_137_cg230_4  -            836   1.9e-57  188.9   0.0   1   1   4.4e-60   2.8e-57  188.3   0.0     2   176    52   230    51   231 0.95 -
GT30.hmm             -            177 KW1-S15_137_cg243_6  -            428   2.3e-67  221.2   0.0   1   1   6.3e-70     4e-67  220.4   0.0     1   176    33   211    33   212 0.98 -
GT4.hmm              -            160 KW1-S15_137_cg243_11 -            367   3.2e-26   87.2   0.0   1   1   8.3e-29   5.3e-26   86.5   0.0     5   153   183   324   179   326 0.96 -
CE1.hmm              -            227 KW1-S15_137_cg258_19 -            365   1.2e-34  115.3   0.0   1   1   2.9e-37   1.9e-34  114.7   0.0     7   209    33   347    30   362 0.87 -
GT22.hmm             -            389 KW1-S15_137_cg259_13 -            418     2e-33  111.4  34.9   1   1     4e-36   2.6e-33  111.0  34.9     2   310    31   346    30   376 0.86 -
GH51.hmm             -            630 KW1-S15_137_cg270_5  -            501  8.3e-128  423.1   0.0   1   1  1.4e-130  9.2e-128  423.0   0.0    82   542     2   498     1   500 0.96 -
AA3_2.hmm            -            568 KW1-S15_137_cg272_7  -            533  4.1e-169  559.2   0.0   1   1  3.7e-171  4.8e-169  559.0   0.0     2   566     2   527     1   529 0.96 -
AA3.hmm              -            618 KW1-S15_137_cg272_7  -            533  1.2e-106  352.8   0.0   1   1    1e-108  1.3e-106  352.7   0.0    89   400     2   529     1   532 0.88 -
AA3_3.hmm            -            590 KW1-S15_137_cg272_7  -            533   1.3e-83  276.6   0.1   1   2   1.2e-66   1.5e-64  213.6   0.0     2   325     2   309     1   321 0.90 -
AA3_3.hmm            -            590 KW1-S15_137_cg272_7  -            533   1.3e-83  276.6   0.1   2   2   1.1e-16   1.4e-14   48.7   0.0   522   585   464   526   452   530 0.91 -
AA3_1.hmm            -            548 KW1-S15_137_cg272_7  -            533     1e-55  184.6   0.0   1   1   1.3e-57   1.6e-55  183.9   0.0    16   542     2   524     1   528 0.78 -
AA8.hmm              -            815 KW1-S15_137_cg272_7  -            533   1.7e-44  147.2   0.0   1   1   1.7e-45   2.2e-43  143.6   0.0   245   771     2   524     1   528 0.80 -
CBM50.hmm            -             40 KW1-S15_137_cg276_7  -            515   3.2e-39  128.4   1.2   1   1   9.3e-15     3e-12   42.1   0.0     1    40   409   452   409   452 0.90 -
GH23.hmm             -            135 KW1-S15_137_cg276_7  -            515   1.8e-25   85.3   0.4   1   1   1.2e-27   3.8e-25   84.3   0.4     2   123   111   246   110   257 0.93 -
GH73.hmm             -            128 KW1-S15_137_cg305_5  -            220   7.2e-36  118.8   0.0   1   1   1.6e-38     1e-35  118.3   0.0     4   128    78   216    75   216 0.89 -
GT4.hmm              -            160 KW1-S15_137_cg306_2  -            401   1.6e-23   78.5   0.0   1   1     4e-26   2.5e-23   77.8   0.0     5   151   212   357   208   365 0.90 -
CE10.hmm             -            341 KW1-S15_137_cg314_9  -            290   3.3e-47  157.0   0.0   1   1   6.3e-50     4e-47  156.7   0.0    34   215    65   260    34   275 0.83 -
GH109.hmm            -            126 KW1-S15_137_cg325_2  -            441   2.2e-18   62.2   0.0   1   1   7.3e-21   4.7e-18   61.1   0.0     2   122    39   155    38   159 0.93 -
GT83.hmm             -            540 KW1-S15_137_cg335_13 -            570   3.3e-95  314.9  46.1   1   1   6.1e-98   3.9e-95  314.7  46.1     5   491     4   495     1   518 0.83 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S15_137_cg335_15 -            235   2.4e-25   84.6   0.4   1   1   4.9e-28   3.1e-25   84.2   0.4     1   130     9   137     9   170 0.84 Glycosyl transferase family 2
CE10.hmm             -            341 KW1-S15_137_cg341_25 -            308   6.7e-32  106.7   0.6   1   1   1.2e-34   7.8e-32  106.5   0.6    66   316    57   294    40   307 0.82 -
CE4.hmm              -            130 KW1-S15_137_cg356_6  -            289   2.2e-22   74.9   0.0   1   1   1.1e-24   6.8e-22   73.3   0.0    10   127     4   144     2   147 0.83 -
