#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CE10.hmm             -            341 KW1-S15_293_cg1_1    -            865   6.1e-66  218.6   1.0   1   1   1.5e-68   9.4e-66  218.0   1.0    44   316   581   843   555   860 0.88 -
GT41.hmm             -            705 KW1-S15_293_cg12_18  -            222   1.4e-16   55.5   4.4   1   1   1.4e-18   8.7e-16   52.8   4.4    69   191    45   192    32   217 0.70 -
AA7.hmm              -            458 KW1-S15_293_cg22_13  -            456   6.2e-17   57.6   0.5   1   1   4.9e-19   3.2e-16   55.3   0.2    17   152    23   161    14   189 0.91 -
CE10.hmm             -            341 KW1-S15_293_cg26_4   -            661     3e-30  101.3   0.0   1   1   2.2e-32   4.7e-30  100.6   0.0    75   312   410   637   391   653 0.88 -
CE1.hmm              -            227 KW1-S15_293_cg26_4   -            661   1.5e-17   59.4   0.0   1   1   1.3e-19   2.7e-17   58.5   0.0     5   209   413   635   410   647 0.75 -
CE7.hmm              -            313 KW1-S15_293_cg26_4   -            661   6.2e-15   50.1   0.2   1   1   3.2e-15   6.8e-13   43.4   0.2    62   275   411   608   396   643 0.79 -
CE11.hmm             -            271 KW1-S15_293_cg27_8   -            303  8.7e-114  374.6   0.0   1   1  1.5e-116  9.9e-114  374.5   0.0     1   270     4   275     4   276 0.99 -
GT28.hmm             -            157 KW1-S15_293_cg27_15  -            363   2.2e-53  175.5   1.0   1   1   3.4e-56   2.2e-53  175.5   1.0     2   157   186   346   185   346 0.97 -
GH23.hmm             -            135 KW1-S15_293_cg37_4   -            466   3.4e-21   71.5   0.7   1   1   1.1e-23   6.7e-21   70.5   0.7     3   123   278   438   276   448 0.88 -
GT41.hmm             -            705 KW1-S15_293_cg37_16  -            254   5.1e-17   56.9   7.9   1   1   9.3e-18     6e-15   50.1   1.3    70   191    24   135    16   142 0.92 -
GT19.hmm             -            354 KW1-S15_293_cg49_20  -            383    4e-124  409.1   0.0   1   1  7.3e-127  4.7e-124  408.9   0.0     1   351     6   362     6   365 0.97 -
AA7.hmm              -            458 KW1-S15_293_cg57_20  -            489   1.8e-98  326.4   6.1   1   1   1.3e-98   8.6e-96  317.6   6.1     3   458    69   483    67   483 0.86 -
AA12.hmm             -            401 KW1-S15_293_cg60_19  -            367   2.5e-22   74.3   0.0   1   1   1.2e-21   7.5e-19   62.8   0.0    12   399    31   359    22   361 0.79 -
AA4.hmm              -            522 KW1-S15_293_cg65_8   -            463   1.1e-19   65.8   0.0   1   1   5.1e-19   3.3e-16   54.3   0.0    52   264    35   239     2   251 0.82 -
GH109.hmm            -            126 KW1-S15_293_cg67_4   -            313   6.6e-16   54.2   0.3   1   1   7.8e-18     5e-15   51.3   0.3     1   121     4   112     4   116 0.90 -
GH74.hmm             -            233 KW1-S15_293_cg70_1   -            861   4.1e-52  172.2  17.6   1   1   9.1e-18   2.9e-15   51.6   0.6    30   111    91   176    82   188 0.80 -
GT51.hmm             -            177 KW1-S15_293_cg99_11  -            243   8.2e-54  177.1   0.0   1   1   1.6e-56     1e-53  176.8   0.0    14   172    80   238    69   242 0.96 -
GH23.hmm             -            135 KW1-S15_293_cg110_16 -            644   7.4e-21   70.4   0.4   1   1   4.7e-23   1.5e-20   69.4   0.4     5   123   153   271   149   293 0.82 -
