#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT9.hmm              -            225 KW1-S15_117_cg11_1   -            219   7.4e-24   80.2   0.1   1   1   1.6e-26     1e-23   79.7   0.1     3   132    70   218    68   219 0.86 -
GT41.hmm             -            705 KW1-S15_117_cg37_3   -            293   8.3e-29   95.9   5.7   1   1   8.3e-16   5.3e-13   43.6   0.2    73   206    19   158     4   159 0.87 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S15_117_cg45_7   -            226   3.7e-16   54.7   0.0   1   1   8.7e-19   5.6e-16   54.1   0.0     1   115     4   105     4   147 0.83 Glycosyl transferase family 2
GH109.hmm            -            126 KW1-S15_117_cg49_18  -            317   1.7e-16   56.1   0.4   1   1   3.3e-17   2.1e-14   49.3   0.4     1   119     5   111     5   117 0.90 -
GT9.hmm              -            225 KW1-S15_117_cg49_22  -            343   1.5e-27   92.3   0.0   1   1   3.1e-30     2e-27   91.9   0.0    10   205   102   316    95   337 0.75 -
GT9.hmm              -            225 KW1-S15_117_cg67_8   -            170     1e-30  102.6   0.1   1   1   1.9e-33   1.2e-30  102.4   0.1    88   211     3   133     1   148 0.83 -
AA4.hmm              -            522 KW1-S15_117_cg74_6   -            479   1.6e-28   94.9   0.6   1   1   4.6e-27   1.5e-24   81.8   1.0    10   247     4   233     1   249 0.85 -
AA7.hmm              -            458 KW1-S15_117_cg74_6   -            479   8.9e-19   63.7   5.3   1   1   8.5e-21   2.7e-18   62.1   5.3    17   198    48   238    43   249 0.83 -
GH23.hmm             -            135 KW1-S15_117_cg92_2   -            223   2.3e-21   72.0   2.8   1   1   5.2e-24   3.3e-21   71.5   2.8     6   124    79   210    57   217 0.91 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S15_117_cg101_21 -            495   2.4e-16   55.3   0.0   1   1   8.4e-19   5.4e-16   54.2   0.0     2   166    92   270    91   273 0.86 Glycosyl transferase family 2
CE10.hmm             -            341 KW1-S15_117_cg111_7  -            297   5.3e-59  195.8   1.3   1   1   9.6e-62   6.2e-59  195.6   1.3    69   337    46   295     9   296 0.81 -
GT4.hmm              -            160 KW1-S15_117_cg115_13 -            412   8.7e-32  105.3   0.0   1   1   2.1e-34   1.3e-31  104.7   0.0     4   159   218   378   217   379 0.96 -
GT1.hmm              -            382 KW1-S15_117_cg115_14 -            390   4.2e-22   74.9  25.7   1   1   1.8e-24   5.8e-22   74.4  25.7    31   381     9   379     3   386 0.92 -
GT28.hmm             -            157 KW1-S15_117_cg115_14 -            390   1.9e-15   52.3   0.0   1   1   2.1e-17   6.7e-15   50.5   0.0     2   140   213   357   212   374 0.80 -
GT41.hmm             -            705 KW1-S15_117_cg118_2  -            575   2.9e-76  252.7  13.0   1   2   5.4e-20   3.5e-17   57.5   0.3    81   191   119   221   116   223 0.95 -
GT41.hmm             -            705 KW1-S15_117_cg118_2  -            575   2.9e-76  252.7  13.0   2   2   2.9e-18   1.8e-15   51.8   0.1   122   191   288   357   286   361 0.96 -
GH103.hmm            -            295 KW1-S15_117_cg126_6  -            290   3.5e-46  152.9   0.2   1   1   6.2e-48     4e-45  149.4   0.0     8   204    43   265    35   273 0.91 -
GH102.hmm            -            157 KW1-S15_117_cg167_3  -            402   1.8e-48  159.8   0.0   1   1   3.8e-51   2.5e-48  159.4   0.0     1   157   125   281   125   281 0.98 -
GH84.hmm             -            295 KW1-S15_117_cg172_9  -            431   2.5e-58  192.9   0.0   1   1     5e-61   3.2e-58  192.6   0.0     2   291    12   316    11   322 0.97 -
GT41.hmm             -            705 KW1-S15_117_cg174_5  -            787   1.5e-60  200.8  29.5   1   2   2.3e-20   1.5e-17   58.7   2.0    63   191    12   130     3   131 0.93 -
GT41.hmm             -            705 KW1-S15_117_cg174_5  -            787   1.5e-60  200.8  29.5   2   2   2.5e-16   1.6e-13   45.4   0.7    80   191    97   198    97   199 0.95 -
GH23.hmm             -            135 KW1-S15_117_cg176_1  -            383   1.8e-24   82.1   2.9   1   1   4.6e-27     3e-24   81.4   2.0     3   120   107   242   105   253 0.91 -
GT19.hmm             -            354 KW1-S15_117_cg182_5  -            400  9.2e-108  355.3   0.0   1   1  1.6e-110    1e-107  355.1   0.0     2   352     4   357     3   359 0.98 -
GH15.hmm             -            361 KW1-S15_117_cg182_13 -            608   4.1e-86  284.7   0.2   1   1   8.1e-89   5.2e-86  284.3   0.2     2   360   225   594   224   595 0.86 -
CE10.hmm             -            341 KW1-S15_117_cg185_6  -            293   3.5e-76  252.3   0.4   1   1   6.1e-79   3.9e-76  252.1   0.4    51   311    42   293     9   293 0.90 -
CE11.hmm             -            271 KW1-S15_117_cg188_19 -            294  8.5e-102  335.3   0.0   1   1  1.5e-104  9.7e-102  335.1   0.0     1   270     3   273     3   274 0.99 -
GH23.hmm             -            135 KW1-S15_117_cg192_1  -            505   1.9e-26   88.5   0.1   1   1   2.9e-29   1.9e-26   88.5   0.1    14   122   347   474   335   481 0.88 -
GT4.hmm              -            160 KW1-S15_117_cg196_4  -            346   8.8e-27   89.0   0.0   1   1   2.2e-29   1.4e-26   88.4   0.0     7   147   169   305   166   316 0.90 -
CE4.hmm              -            130 KW1-S15_117_cg205_1  -            299   5.1e-19   64.1   0.1   1   1   1.5e-21   9.7e-19   63.2   0.1    19   126    73   181    62   184 0.82 -
GT20.hmm             -            475 KW1-S15_117_cg213_33 -            505  4.6e-171  564.7   0.0   1   1  9.3e-174    6e-171  564.3   0.0    12   472    11   475     2   475 0.95 -
