#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CE10.hmm             -            341 KW1-S21_138_cg10_11  -            294   1.5e-32  108.9   0.1   1   1   2.8e-35   1.8e-32  108.6   0.1    62   309    47   270     9   292 0.82 -
GT83.hmm             -            540 KW1-S21_138_cg11_5   -            558   4.6e-94  311.1  64.9   1   1   9.6e-97   6.1e-94  310.7  64.9     8   502    11   504     6   540 0.77 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S21_138_cg11_6   -            245   7.4e-26   86.2   0.0   1   1   1.6e-28     1e-25   85.8   0.0     1   166     6   171     6   174 0.89 Glycosyl transferase family 2
GT81.hmm             -            293 KW1-S21_138_cg47_1   -            289   6.3e-16   53.4   0.0   1   1   1.5e-18   9.4e-16   52.8   0.0    20   214    21   200    10   216 0.75 -
GT81.hmm                -            293 KW1-S21_138_cg53_2   -            348   1.1e-18   62.4   0.0   1   1   4.4e-21   1.4e-18   62.1   0.0    21   215    25   203     7   248 0.85 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S21_138_cg53_2   -            348   3.9e-16   54.6   0.0   1   1   1.6e-18   5.2e-16   54.2   0.0     2   140    29   155    28   184 0.86 Glycosyl transferase family 2
GT41.hmm             -            705 KW1-S21_138_cg54_5   -            142   1.6e-41  137.9   0.0   1   1   2.8e-44   1.8e-41  137.7   0.0   390   520     2   133     1   139 0.96 -
GH23.hmm             -            135 KW1-S21_138_cg65_12  -            264     7e-27   89.9   0.1   1   1   2.2e-29   1.4e-26   88.9   0.1    17   122   112   242   102   250 0.91 -
AA7.hmm              -            458 KW1-S21_138_cg86_5   -            398   5.8e-17   57.7   0.8   1   1   6.8e-19   2.2e-16   55.8   1.0    13   148    59   197    54   211 0.91 -
AA4.hmm              -            522 KW1-S21_138_cg86_5   -            398   9.8e-16   52.7   0.0   1   1   4.3e-18   1.4e-15   52.2   0.0    53   193    60   199    47   208 0.89 -
GT51.hmm             -            177 KW1-S21_138_cg90_11  -            620   2.8e-68  224.2   0.0   1   1   6.3e-71     4e-68  223.7   0.0     1   177    53   229    53   229 0.99 -
GT4.hmm              -            160 KW1-S21_138_cg94_6   -            410   4.8e-31  102.9   0.0   1   1   2.3e-33   7.4e-31  102.3   0.0     4   151   213   361   210   370 0.94 -
GT5.hmm              -            472 KW1-S21_138_cg94_6   -            410   9.6e-20   65.9   0.0   1   1   3.7e-22   1.2e-19   65.6   0.0   274   471   202   395   126   396 0.80 -
AA4.hmm              -            522 KW1-S21_138_cg105_1  -            496   1.4e-23   78.6   0.0   1   1   3.5e-22   1.1e-19   65.7   0.0    49   249    61   256    22   266 0.79 -
AA7.hmm              -            458 KW1-S21_138_cg105_1  -            496   5.3e-19   64.4   1.6   1   1   6.4e-20     2e-17   59.2   0.6    13   205    64   267    56   297 0.83 -
GT41.hmm             -            705 KW1-S21_138_cg106_3  -            192   1.8e-15   51.8   0.0   1   1   1.6e-15     1e-12   42.7   0.0    80   189    34   132    12   137 0.89 -
AA3_2.hmm            -            568 KW1-S21_138_cg119_4  -            540    5e-160  529.2   0.0   1   1  4.7e-162  6.1e-160  528.9   0.0     2   566     2   529     1   531 0.93 -
AA3.hmm              -            618 KW1-S21_138_cg119_4  -            540  1.7e-100  332.4   0.0   1   1  1.7e-102  2.1e-100  332.1   0.0    89   399     2   530     1   535 0.89 -
AA3_3.hmm            -            590 KW1-S21_138_cg119_4  -            540   2.3e-77  256.0   0.0   1   2   1.7e-60   2.2e-58  193.3   0.0     2   316     2   301     1   323 0.92 -
AA3_3.hmm            -            590 KW1-S21_138_cg119_4  -            540   2.3e-77  256.0   0.0   2   2   2.6e-15   3.3e-13   44.1   0.1   510   586   454   529   450   531 0.93 -
AA3_1.hmm            -            548 KW1-S21_138_cg119_4  -            540   1.3e-50  167.7   0.0   1   1   1.9e-42   2.5e-40  133.8   0.0    93   546    75   530    59   532 0.80 -
AA8.hmm              -            815 KW1-S21_138_cg119_4  -            540   4.5e-41  135.9   0.7   1   2   1.3e-28   1.6e-26   87.7   1.9   245   515     2   272     1   327 0.81 -
AA8.hmm              -            815 KW1-S21_138_cg119_4  -            540   4.5e-41  135.9   0.7   2   2   8.2e-15   1.1e-12   42.1   0.0   699   780   458   535   389   539 0.85 -
AA4.hmm              -            522 KW1-S21_138_cg129_11 -            478   1.6e-22   75.1   0.0   1   1   1.3e-21   4.2e-19   63.8   0.0    51   249    39   232     6   243 0.83 -
AA7.hmm              -            458 KW1-S21_138_cg129_11 -            478     2e-21   72.4   2.8   1   1   6.3e-23     2e-20   69.1   2.7    11   202    38   240    32   315 0.85 -
GT81.hmm                -            293 KW1-S21_138_cg141_3  -            317   3.7e-20   67.3   0.1   1   1   1.6e-22     5e-20   66.8   0.1    19   214     6   186     1   192 0.85 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S21_138_cg141_3  -            317   7.9e-17   56.9   0.0   1   1   3.4e-19   1.1e-16   56.4   0.0     2   124    12   126    11   167 0.84 Glycosyl transferase family 2
GH74.hmm             -            233 KW1-S21_138_cg150_4  -            348   2.4e-33  110.7   0.6   1   1   4.8e-15   3.1e-12   41.7   0.0    16   113   181   288   175   304 0.90 -
GT4.hmm              -            160 KW1-S21_138_cg153_2  -            372   3.3e-29   96.9   0.0   1   1   7.3e-32   4.7e-29   96.4   0.0     7   152   189   331   183   338 0.92 -
GT4.hmm              -            160 KW1-S21_138_cg153_3  -            370   4.7e-25   83.4   0.0   1   1   1.1e-27     7e-25   82.9   0.0     4   151   195   337   192   344 0.93 -
AA4.hmm              -            522 KW1-S21_138_cg156_12 -            496   4.1e-24   80.3   0.0   1   1   1.7e-20   5.6e-18   60.1   0.0    14   198    14   196     4   252 0.86 -
AA7.hmm              -            458 KW1-S21_138_cg156_12 -            496     1e-17   60.2   4.7   1   1   6.3e-20     2e-17   59.2   4.7    11   195    48   240    45   300 0.90 -
GT41.hmm             -            705 KW1-S21_138_cg169_4  -            464   3.5e-36  120.2   2.9   1   1   1.7e-17   1.1e-14   49.2   0.3    58   191    15   138     2   138 0.87 -
CE4.hmm              -            130 KW1-S21_138_cg178_5  -            286   6.2e-18   60.6   0.0   1   1   1.9e-20   1.2e-17   59.6   0.0    25   123    56   156    37   161 0.91 -
GH103.hmm            -            295 KW1-S21_138_cg191_6  -            343  5.8e-113  372.1   0.0   1   1    1e-115  6.7e-113  371.9   0.0     1   294    31   339    31   340 0.97 -
GH102.hmm            -            157 KW1-S21_138_cg206_11 -            409   1.9e-58  192.2   0.0   1   1     4e-61   2.6e-58  191.8   0.0     1   157   146   302   146   302 0.99 -
