#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT4.hmm              -            160 KW1-S08_186_cg1_8    -            410   5.1e-32  106.1   0.0   1   1   2.5e-34   7.9e-32  105.5   0.0     4   151   213   361   210   370 0.94 -
GT5.hmm              -            472 KW1-S08_186_cg1_8    -            410   5.5e-20   66.7   0.0   1   1   2.1e-22   6.8e-20   66.4   0.0   276   471   204   395   125   396 0.81 -
CE4.hmm              -            130 KW1-S08_186_cg12_1   -            303   1.3e-15   53.0   0.0   1   1   9.3e-18     6e-15   50.9   0.0    16   127    74   186    65   189 0.85 -
GT41.hmm             -            705 KW1-S08_186_cg18_2   -            278     7e-15   49.8   6.8   1   1   4.9e-15   3.2e-12   41.1   0.3    89   191    25   121     5   123 0.89 -
GT83.hmm             -            540 KW1-S08_186_cg34_16  -            538   4.1e-41  136.4  61.1   1   1   8.3e-44   5.3e-41  136.0  61.1    15   379    52   410    41   460 0.72 -
GH3.hmm              -            216 KW1-S08_186_cg39_22  -            347   9.4e-45  148.1   0.0   1   1   2.5e-47   1.6e-44  147.3   0.0    13   215    61   285    52   286 0.89 -
AA4.hmm              -            522 KW1-S08_186_cg50_13  -            496   3.8e-24   80.5   0.0   1   1   1.6e-20     5e-18   60.3   0.0    13   198    13   196     3   252 0.86 -
AA7.hmm              -            458 KW1-S08_186_cg50_13  -            496     1e-17   60.2   4.7   1   1   6.3e-20     2e-17   59.2   4.7    11   195    48   240    45   300 0.90 -
AA3_2.hmm            -            568 KW1-S08_186_cg56_11  -            541  5.5e-154  509.2   0.0   1   1    6e-156  7.6e-154  508.7   0.0     3   566     4   530     2   532 0.94 -
AA3.hmm              -            618 KW1-S08_186_cg56_11  -            541   1.4e-96  319.6   0.0   1   1   1.4e-98   1.8e-96  319.2   0.0    90   400     4   532     2   538 0.87 -
AA3_3.hmm            -            590 KW1-S08_186_cg56_11  -            541   2.5e-71  236.0   0.5   1   1   1.9e-57   2.4e-55  183.3   0.0     3   312     4   298     2   304 0.91 -
AA3_1.hmm            -            548 KW1-S08_186_cg56_11  -            541   2.9e-56  186.4   0.9   1   2   5.2e-32   6.7e-30   99.4   0.0    91   320    74   298    62   304 0.83 -
AA3_1.hmm            -            548 KW1-S08_186_cg56_11  -            541   2.9e-56  186.4   0.9   2   2   1.3e-19   1.7e-17   58.5   0.0   407   544   390   529   377   532 0.79 -
AA8.hmm              -            815 KW1-S08_186_cg56_11  -            541   1.6e-42  140.7   3.2   1   2     3e-21   3.9e-19   63.4   0.5   322   549    76   298    68   304 0.80 -
AA8.hmm              -            815 KW1-S08_186_cg56_11  -            541   1.6e-42  140.7   3.2   2   2     1e-18   1.3e-16   55.0   0.0   636   774   390   530   388   539 0.81 -
CE4.hmm              -            130 KW1-S08_186_cg75_4   -            289   2.2e-18   62.0   0.0   1   1   5.7e-21   3.6e-18   61.3   0.0     8   126    18   159    12   163 0.80 -
GT41.hmm             -            705 KW1-S08_186_cg79_1   -            562     6e-53  175.7   9.3   1   3   5.3e-17   3.4e-14   47.6   0.2    85   191    22   118    14   119 0.90 -
GT41.hmm             -            705 KW1-S08_186_cg79_1   -            562     6e-53  175.7   9.3   2   3   1.1e-19     7e-17   56.4   0.0   123   191   118   186   117   187 0.94 -
GT41.hmm             -            705 KW1-S08_186_cg79_1   -            562     6e-53  175.7   9.3   3   3   8.3e-22   5.3e-19   63.4   0.1   123   191   186   254   183   255 0.95 -
CE3.hmm              -            194 KW1-S08_186_cg80_2   -            235   5.7e-15   51.0   0.0   1   1   1.2e-16     8e-14   47.3   0.0     2   186    34   199    33   201 0.87 -
GT51.hmm             -            177 KW1-S08_186_cg83_25  -            827   5.3e-66  216.8   0.0   1   1   1.5e-68   9.5e-66  215.9   0.0     1   176    55   233    55   234 0.97 -
GH103.hmm            -            295 KW1-S08_186_cg100_8  -            343  2.1e-113  373.6   0.0   1   1  3.8e-116  2.4e-113  373.4   0.0     1   294    31   339    31   340 0.97 -
AA4.hmm              -            522 KW1-S08_186_cg115_5  -            478   1.5e-22   75.2   0.0   1   1   1.3e-21     4e-19   63.9   0.0    51   249    39   232     5   243 0.83 -
AA7.hmm              -            458 KW1-S08_186_cg115_5  -            478     2e-21   72.4   2.8   1   1   6.3e-23     2e-20   69.1   2.7    11   202    38   240    32   315 0.85 -
GH102.hmm            -            157 KW1-S08_186_cg120_15 -            409   1.9e-58  192.2   0.0   1   1     4e-61   2.6e-58  191.8   0.0     1   157   146   302   146   302 0.99 -
GT2_Glyco_tranf_2_3.hmm PF13641.5    230 KW1-S08_186_cg136_3  -            309   1.1e-17   60.0   0.2   1   1   2.2e-20   1.4e-17   59.6   0.2     2   221     7   223     6   228 0.86 Glycosyltransferase like family 2
GH23.hmm             -            135 KW1-S08_186_cg148_5  -            188   1.3e-26   89.0   0.2   1   1   3.1e-29     2e-26   88.4   0.2     6   119    59   173    56   181 0.92 -
GT83.hmm             -            540 KW1-S08_186_cg172_1  -            632   1.3e-28   95.1  48.0   1   1   2.5e-31   1.6e-28   94.8  48.0     7   383    22   388    17   492 0.75 -
GT19.hmm             -            354 KW1-S08_186_cg179_15 -            409  8.7e-113  371.8   0.0   1   1  1.6e-115    1e-112  371.6   0.0     1   351    18   377    18   380 0.96 -
GT4.hmm              -            160 KW1-S08_186_cg187_4  -            421   1.5e-32  107.8   0.0   1   1   7.2e-35   2.3e-32  107.2   0.0    23   159   225   358   203   359 0.89 -
GT5.hmm              -            472 KW1-S08_186_cg187_4  -            421   1.9e-16   55.0   0.0   1   1   7.6e-19   2.4e-16   54.7   0.0   272   449   190   362   101   382 0.85 -
GT4.hmm              -            160 KW1-S08_186_cg187_5  -            433   1.3e-29   98.2   0.0   1   1   3.3e-32   2.1e-29   97.6   0.0    10   157   228   380   223   383 0.95 -
