#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT4.hmm              -            160 KW1-S11_109_cg12_1   -            353   2.6e-27   90.8   0.0   1   1   6.7e-30   4.3e-27   90.1   0.0     4   134   215   352   212   353 0.89 -
GT2_Glyco_tranf_2_3.hmm PF13641.5    230 KW1-S11_109_cg24_4   -            468   1.3e-25   85.9   0.0   1   1   1.1e-27   2.3e-25   85.1   0.0     3   228    56   283    55   285 0.88 Glycosyltransferase like family 2
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S11_109_cg24_4   -            468   1.2e-23   79.1   0.0   1   1   8.1e-26   1.7e-23   78.6   0.0     3   164    60   226    58   232 0.87 Glycosyl transferase family 2
GT2_Glyco_trans_2_3.hmm PF13632.5    197 KW1-S11_109_cg24_4   -            468   2.2e-23   78.5   1.0   1   1   1.9e-25   4.1e-23   77.6   1.0     2   194   145   366   144   397 0.81 Glycosyl transferase family group 2
CE10.hmm             -            341 KW1-S11_109_cg29_3   -            569   2.2e-39  131.3   0.0   1   1   4.6e-42   2.9e-39  130.9   0.0    57   193   108   264    59   351 0.90 -
GT5.hmm              -            472 KW1-S11_109_cg52_1   -            405    4e-148  489.2   0.0   1   1  1.4e-150  4.5e-148  489.0   0.0    81   472     1   401     1   401 0.98 -
GT4.hmm              -            160 KW1-S11_109_cg52_1   -            405   4.5e-16   54.2   0.0   1   1   2.2e-18     7e-16   53.6   0.0     5   158   217   374   214   376 0.86 -
GT41.hmm             -            705 KW1-S11_109_cg52_6   -            595   1.5e-43  144.6   3.8   1   2   2.4e-18   1.5e-15   52.0   0.0    59   191   134   290   126   290 0.91 -
GT41.hmm             -            705 KW1-S11_109_cg52_6   -            595   1.5e-43  144.6   3.8   2   2   2.3e-15   1.4e-12   42.2   1.2    49   191   362   495   350   504 0.90 -
GH15.hmm             -            361 KW1-S11_109_cg58_10  -            449     1e-16   56.4   0.1   1   1   7.7e-19   4.9e-16   54.1   0.1    37   359    42   434    33   436 0.80 -
GH23.hmm             -            135 KW1-S11_109_cg75_11  -            505   4.2e-26   87.4   2.3   1   1   1.1e-26   6.9e-24   80.2   0.0    18   124   350   476   341   489 0.91 -
AA10.hmm             -            178 KW1-S11_109_cg81_2   -            409   8.5e-50  165.0   0.0   1   1   4.5e-52   1.4e-49  164.3   0.0     1   177    29   210    29   211 0.86 -
CBM73.hmm            -             54 KW1-S11_109_cg81_2   -            409   1.1e-20   68.7   2.3   1   1   8.5e-23   2.7e-20   67.4   2.3     7    52   359   404   352   406 0.92 -
CE10.hmm             -            341 KW1-S11_109_cg83_4   -            291   8.6e-30   99.8   0.5   1   1   1.6e-32     1e-29   99.5   0.5    81   205    87   237    34   252 0.81 -
GT81.hmm             -            293 KW1-S11_109_cg86_17  -            403   3.6e-63  208.4   0.0   1   1   1.2e-65   7.7e-63  207.4   0.0    14   265    28   319    14   339 0.79 -
AA4.hmm              -            522 KW1-S11_109_cg109_1  -            380   5.4e-27   89.9   0.9   1   1   2.1e-28   6.7e-26   86.2   0.5    16   252    15   241     6   271 0.87 -
