#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH84.hmm             -            295 KW1-S08_229_cg13_2   -            431   3.6e-59  195.7   0.0   1   1     7e-62   4.5e-59  195.4   0.0     2   290    12   315    11   322 0.97 -
GH23.hmm             -            135 KW1-S08_229_cg25_3   -            383   1.9e-24   82.0   3.0   1   1   4.6e-27   2.9e-24   81.4   2.0     3   120   107   242   105   253 0.91 -
GH102.hmm            -            157 KW1-S08_229_cg28_26  -            402   2.6e-48  159.3   0.0   1   1   5.7e-51   3.6e-48  158.8   0.0     1   157   125   281   125   281 0.98 -
GH15.hmm             -            361 KW1-S08_229_cg31_17  -            608   4.5e-86  284.5   0.2   1   1   8.9e-89   5.7e-86  284.2   0.2     2   360   225   594   224   595 0.86 -
GH109.hmm            -            126 KW1-S08_229_cg47_1   -            528     2e-15   52.6   0.0   1   1   1.4e-17     9e-15   50.5   0.0     3   126     6   116     5   116 0.90 -
GT9.hmm              -            225 KW1-S08_229_cg58_3   -            375   3.8e-35  117.1   0.0   1   1   7.7e-38   4.9e-35  116.7   0.0     2   219    90   338    89   344 0.77 -
CE4.hmm              -            130 KW1-S08_229_cg70_3   -            299   5.1e-19   64.1   0.1   1   1   1.5e-21   9.7e-19   63.2   0.1    19   126    73   181    62   184 0.82 -
GH109.hmm            -            126 KW1-S08_229_cg77_2   -            317   1.4e-16   56.4   0.6   1   1   2.7e-17   1.7e-14   49.6   0.6     1   119     5   111     5   117 0.90 -
GT41.hmm             -            705 KW1-S08_229_cg78_19  -            270   6.4e-45  149.1  11.2   1   3   4.8e-20   3.1e-17   57.6   0.4    81   191    74   174    72   175 0.95 -
GT41.hmm             -            705 KW1-S08_229_cg78_19  -            270   6.4e-45  149.1  11.2   2   3   1.4e-17   9.2e-15   49.4   0.1   120   191   136   208   133   208 0.94 -
GT41.hmm             -            705 KW1-S08_229_cg78_19  -            270   6.4e-45  149.1  11.2   3   3   4.9e-15   3.1e-12   41.1   0.0   122   191   173   242   171   256 0.93 -
GT4.hmm              -            160 KW1-S08_229_cg91_7   -            418   4.3e-30   99.8   0.0   1   1   2.1e-32   6.9e-30   99.1   0.0    12   158   233   376   231   378 0.94 -
GT5.hmm              -            472 KW1-S08_229_cg91_7   -            418     6e-20   66.6   0.0   1   1   7.1e-19   2.3e-16   54.8   0.0   295   471   233   402     2   403 0.88 -
CE11.hmm             -            271 KW1-S08_229_cg103_2  -            294  6.6e-102  335.7   0.0   1   1  1.2e-104  7.5e-102  335.5   0.0     1   270     3   273     3   274 0.99 -
GT41.hmm             -            705 KW1-S08_229_cg113_18 -            787   2.7e-60  199.9  28.4   1   2   1.5e-20   9.7e-18   59.3   1.6    63   191    12   130     3   131 0.93 -
GT41.hmm             -            705 KW1-S08_229_cg113_18 -            787   2.7e-60  199.9  28.4   2   2   2.8e-16   1.8e-13   45.2   0.5    80   191    97   198    97   199 0.95 -
CBM50.hmm            -             40 KW1-S08_229_cg116_10 -            780   2.7e-21   71.0   2.8   1   1     5e-15   1.6e-12   42.9   0.1     2    40   518   560   518   560 0.89 -
GH23.hmm             -            135 KW1-S08_229_cg116_10 -            780   1.4e-17   59.8   0.0   1   1   1.3e-19   4.1e-17   58.3   0.0     8   104   285   383   279   426 0.83 -
GT30.hmm             -            177 KW1-S08_229_cg147_1  -            437   2.1e-31  104.1   0.0   1   1     6e-34   3.9e-31  103.2   0.0     5   170    40   211    32   213 0.87 -
GT41.hmm             -            705 KW1-S08_229_cg149_3  -            293   5.9e-29   96.3   5.2   1   1   1.2e-15   7.6e-13   43.1   0.1    79   206    25   158     6   159 0.87 -
GT9.hmm              -            225 KW1-S08_229_cg155_14 -            342   1.7e-45  151.0   0.2   1   1   3.6e-48   2.3e-45  150.5   0.2     3   211    70   305    68   320 0.83 -
GT4.hmm              -            160 KW1-S08_229_cg158_1  -            368   4.8e-22   73.6   0.0   1   1   1.1e-24   7.2e-22   73.1   0.0     7   159   184   339   180   340 0.89 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S08_229_cg169_8  -            226   4.5e-16   54.4   0.0   1   1     1e-18   6.7e-16   53.8   0.0     1   115     4   105     4   147 0.84 Glycosyl transferase family 2
CE10.hmm             -            341 KW1-S08_229_cg170_9  -            331   4.5e-79  261.8   0.3   1   1   8.4e-82   5.4e-79  261.5   0.3    53   334    48   317    17   321 0.90 -
GH15.hmm             -            361 KW1-S08_229_cg175_5  -            605   1.5e-76  253.2   0.1   1   1     3e-79   1.9e-76  252.9   0.1     2   360   225   590   224   591 0.89 -
GT19.hmm             -            354 KW1-S08_229_cg182_7  -            400    1e-108  358.4   0.0   1   1  1.9e-111  1.2e-108  358.2   0.0     2   352     4   357     3   359 0.98 -
GT1.hmm              -            382 KW1-S08_229_cg185_8  -            390   4.2e-22   74.9  25.7   1   1   1.8e-24   5.8e-22   74.4  25.7    31   381     9   379     3   386 0.92 -
GT28.hmm             -            157 KW1-S08_229_cg185_8  -            390   1.9e-15   52.3   0.0   1   1   2.1e-17   6.7e-15   50.5   0.0     2   140   213   357   212   374 0.80 -
GT4.hmm              -            160 KW1-S08_229_cg185_9  -            246   1.6e-31  104.4   0.0   1   1   3.3e-34   2.1e-31  104.1   0.0     6   159    54   212    51   213 0.95 -
