#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CBM50.hmm            -             40 KW1-S05_141_cg14_3   -            886   1.1e-21   72.3   2.6   1   1   5.8e-15   1.9e-12   42.7   0.1     2    40   624   666   624   666 0.89 -
GH23.hmm             -            135 KW1-S05_141_cg14_3   -            886   1.5e-17   59.6   0.0   1   1   1.5e-19     5e-17   58.0   0.0     8   104   391   489   385   532 0.83 -
AA4.hmm              -            522 KW1-S05_141_cg15_4   -            496   2.1e-31  104.4   0.0   1   1   4.5e-29   1.4e-26   88.4   0.1    14   248    14   238     3   253 0.83 -
AA7.hmm              -            458 KW1-S05_141_cg15_4   -            496   7.6e-16   54.0   2.4   1   1   3.9e-18   1.3e-15   53.3   2.4    12   194    49   238    45   253 0.88 -
GH23.hmm             -            135 KW1-S05_141_cg17_13  -            763   3.7e-26   87.5   0.1   1   1   5.8e-29   3.7e-26   87.5   0.1    14   122   605   732   593   739 0.88 -
GT41.hmm             -            705 KW1-S05_141_cg30_18  -            787   7.9e-61  201.7  28.2   1   1   1.5e-20   9.8e-18   59.3   1.5    63   191    12   130     3   130 0.92 -
GT41.hmm             -            705 KW1-S05_141_cg33_9   -            575   3.1e-76  252.6  11.0   1   2     2e-19   1.3e-16   55.6   0.1    81   191   119   221   116   223 0.95 -
GT41.hmm             -            705 KW1-S05_141_cg33_9   -            575   3.1e-76  252.6  11.0   2   2   6.9e-18   4.4e-15   50.5   0.0   123   191   289   357   288   361 0.97 -
GH102.hmm            -            157 KW1-S05_141_cg36_6   -            264   2.3e-44  146.5   0.0   1   1   4.6e-47   2.9e-44  146.1   0.0    15   157     1   143     1   143 0.98 -
GT28.hmm             -            157 KW1-S05_141_cg43_1   -            311   5.2e-34  112.5   0.2   1   1   1.2e-36   7.7e-34  112.0   0.2     2   116   190   310   189   311 0.95 -
CE11.hmm             -            271 KW1-S05_141_cg45_2   -            294  2.4e-102  337.1   0.0   1   1  4.3e-105  2.7e-102  336.9   0.0     1   270     3   273     3   274 0.99 -
AA4.hmm              -            522 KW1-S05_141_cg59_3   -            479   1.4e-28   95.1   0.7   1   1     8e-27   2.6e-24   81.0   1.1    10   244     4   230     1   249 0.85 -
AA7.hmm              -            458 KW1-S05_141_cg59_3   -            479   2.6e-18   62.2   4.3   1   1   2.6e-20   8.3e-18   60.5   4.3    17   199    48   240    43   250 0.82 -
GH23.hmm             -            135 KW1-S05_141_cg80_4   -            223   2.4e-21   72.0   2.8   1   1   5.3e-24   3.4e-21   71.5   2.8     6   124    79   210    56   217 0.91 -
CE4.hmm              -            130 KW1-S05_141_cg82_6   -            300     1e-16   56.6   0.0   1   1   4.1e-19   2.6e-16   55.3   0.0    24   126    81   184    65   188 0.84 -
GT20.hmm             -            475 KW1-S05_141_cg91_5   -            505  2.4e-172  568.9   0.0   1   1  5.1e-175  3.3e-172  568.5   0.0    12   472    11   475     3   475 0.95 -
GT4.hmm              -            160 KW1-S05_141_cg125_7  -            415   7.6e-33  108.8   0.0   1   1   3.5e-35   1.1e-32  108.2   0.0     6   158   229   379   227   381 0.93 -
GT5.hmm              -            472 KW1-S05_141_cg125_7  -            415   1.5e-17   58.7   0.0   1   1   1.3e-16     4e-14   47.4   0.0   292   471   232   405   188   406 0.84 -
GT4.hmm              -            160 KW1-S05_141_cg125_8  -            408   5.5e-30   99.5   0.0   1   1   2.7e-32   8.7e-30   98.8   0.0    12   157   233   375   231   378 0.93 -
