#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT51.hmm             -            177 KW1-S21_193_cg44_2   -            822   4.8e-63  207.1   0.0   1   1   1.8e-65   1.1e-62  205.9   0.0    10   176   200   370   189   371 0.95 -
GT4.hmm              -            160 KW1-S21_193_cg46_3   -            376   1.4e-20   68.9   0.0   1   1   3.3e-23   2.1e-20   68.3   0.0     7   157   194   342   189   345 0.93 -
GH109.hmm            -            126 KW1-S21_193_cg48_3   -            465   1.9e-45  149.6   0.1   1   1   5.2e-48   3.3e-45  148.8   0.1     1   125    66   190    66   191 0.99 -
CE1.hmm              -            227 KW1-S21_193_cg50_1   -            461     2e-16   55.7   0.0   1   1   4.8e-19   3.1e-16   55.1   0.0    11   218   229   444   223   449 0.76 -
GH23.hmm             -            135 KW1-S21_193_cg52_12  -            688   2.3e-25   85.0   0.5   1   1   3.6e-28   2.3e-25   85.0   0.5    15   122   547   675   534   682 0.87 -
AA4.hmm              -            522 KW1-S21_193_cg56_7   -            482   8.9e-26   85.8   0.0   1   1   9.3e-23     3e-20   67.6   0.0    16   246     6   226     3   240 0.87 -
AA7.hmm              -            458 KW1-S21_193_cg56_7   -            482   1.2e-16   56.6   8.9   1   1   1.4e-18   4.4e-16   54.8   8.1    12   194    39   228    35   243 0.88 -
GT51.hmm             -            177 KW1-S21_193_cg63_11  -            741   9.7e-61  199.6   0.0   1   1   2.6e-63   1.7e-60  198.9   0.0     1   176    70   247    70   248 0.96 -
GT83.hmm             -            540 KW1-S21_193_cg67_7   -            586  2.6e-108  358.1  38.8   1   1  4.9e-111  3.2e-108  357.9  38.8     5   485     5   483     1   515 0.81 -
GH3.hmm              -            216 KW1-S21_193_cg71_4   -            587     2e-60  199.3   0.0   1   1   5.2e-63   3.3e-60  198.6   0.0     4   215   110   337   107   338 0.95 -
CBM50.hmm            -             40 KW1-S21_193_cg87_2   -            532     4e-28   92.9   0.1   1   2   6.2e-15     2e-12   42.6   0.0     1    40   413   456   413   456 0.90 -
CBM50.hmm            -             40 KW1-S21_193_cg87_2   -            532     4e-28   92.9   0.1   2   2   9.1e-16   2.9e-13   45.3   0.1     1    39   486   529   486   529 0.88 -
GH23.hmm             -            135 KW1-S21_193_cg87_2   -            532   1.2e-24   82.6   0.5   1   1   8.1e-27   2.6e-24   81.6   0.5     7   120   184   317   174   327 0.94 -
GT41.hmm             -            705 KW1-S21_193_cg100_1  -            678   1.6e-41  137.9  23.1   1   2   4.9e-18   3.2e-15   51.0   1.8    55   191    53   179    42   193 0.75 -
GT41.hmm             -            705 KW1-S21_193_cg100_1  -            678   1.6e-41  137.9  23.1   2   2   4.8e-15   3.1e-12   41.1   0.2    88   191   188   281   177   294 0.86 -
