#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH113.hmm            -            306 KW1-S15_266_cg1_3    -            368     1e-96  318.8   1.5   1   1   1.8e-99   1.2e-96  318.7   1.5     4   305    46   354    43   355 0.96 -
GT41.hmm             -            705 KW1-S15_266_cg4_4    -            290   4.2e-22   73.7   0.0   1   1   1.5e-16   9.4e-14   46.1   0.0    56   189    10   133     4   137 0.93 -
GT81.hmm             -            293 KW1-S15_266_cg15_1   -            428     2e-65  215.9   0.0   1   1   3.9e-68   2.5e-65  215.5   0.0    19   264    12   256     1   284 0.93 -
AA10.hmm             -            178 KW1-S15_266_cg18_1   -            409   8.5e-50  165.0   0.0   1   1   4.5e-52   1.4e-49  164.3   0.0     1   177    29   210    29   211 0.86 -
CBM73.hmm            -             54 KW1-S15_266_cg18_1   -            409     1e-20   68.7   2.7   1   1   8.1e-23   2.6e-20   67.4   2.7     2    52   353   404   352   406 0.91 -
GT4.hmm              -            160 KW1-S15_266_cg20_5   -            403   3.2e-32  106.7   0.0   1   1     8e-35   5.1e-32  106.1   0.0     4   156   192   356   189   361 0.89 -
GH23.hmm             -            135 KW1-S15_266_cg30_7   -            247   8.7e-26   86.3   0.0   1   1   1.8e-28   1.2e-25   85.9   0.0    16   122   122   233   112   244 0.88 -
GT41.hmm             -            705 KW1-S15_266_cg31_5   -            334   2.7e-26   87.6  10.2   1   2   5.1e-17   3.2e-14   47.6   2.8    64   191    94   241    84   242 0.94 -
GT41.hmm             -            705 KW1-S15_266_cg31_5   -            334   2.7e-26   87.6  10.2   2   2   3.4e-16   2.2e-13   44.9   1.3   129   229   213   304   211   330 0.56 -
GT28.hmm             -            157 KW1-S15_266_cg41_7   -            357   1.9e-51  169.2   0.0   1   1   4.3e-54   2.8e-51  168.7   0.0     2   157   183   341   182   341 0.96 -
GT51.hmm             -            177 KW1-S15_266_cg61_1   -            447   3.1e-70  230.5   0.0   1   1   7.8e-73     5e-70  229.9   0.0     1   177    69   245    69   245 0.99 -
GH23.hmm             -            135 KW1-S15_266_cg62_1   -            264     9e-27   89.5   0.0   1   1   2.2e-29   1.4e-26   88.9   0.0    14   101   172   257   164   262 0.94 -
GT4.hmm              -            160 KW1-S15_266_cg66_1   -            388   1.5e-19   65.5   0.1   1   1     8e-22   5.1e-19   63.8   0.1     8   157   205   362   198   365 0.93 -
GH130.hmm            -            296 KW1-S15_266_cg70_7   -            503   4.6e-56  185.1   0.0   1   1   2.6e-57   1.7e-54  180.0   0.0    54   295   262   499   249   500 0.90 -
GT81.hmm             -            293 KW1-S15_266_cg75_9   -            403   3.6e-63  208.4   0.0   1   1   1.2e-65   7.7e-63  207.4   0.0    14   265    28   319    14   339 0.79 -
