#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT4.hmm              -            160 KW1-S05_112_cg11_4   -            381   1.3e-42  140.5   0.0   1   1   5.7e-45   1.8e-42  140.0   0.0     9   159   191   341   188   342 0.97 -
GT5.hmm              -            472 KW1-S05_112_cg11_4   -            381   2.3e-18   61.4   0.0   1   1   1.1e-17   3.4e-15   50.9   0.0   294   471   193   365   177   366 0.87 -
CE1.hmm              -            227 KW1-S05_112_cg14_20  -            227   5.5e-22   73.9   0.0   1   1   1.1e-24     7e-22   73.6   0.0     6   208     9   205     5   219 0.78 -
AA7.hmm              -            458 KW1-S05_112_cg15_2   -            439   1.5e-17   59.7   3.6   1   1   7.3e-20   4.7e-17   58.0   2.7    11   236    29   267    21   301 0.79 -
AA4.hmm              -            522 KW1-S05_112_cg15_3   -            482   1.3e-24   82.0   0.0   1   1   2.6e-24   8.4e-22   72.7   0.1    16   285     6   261     1   291 0.84 -
AA7.hmm              -            458 KW1-S05_112_cg15_3   -            482   2.4e-18   62.3   3.5   1   1   1.2e-20   3.9e-18   61.6   3.5    13   203    39   234    34   323 0.88 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S05_112_cg23_22  -            258   5.6e-26   86.6   0.0   1   1   2.2e-28   7.1e-26   86.3   0.0     1   129    13   141    13   175 0.90 Glycosyl transferase family 2
GT81.hmm                -            293 KW1-S05_112_cg23_22  -            258   6.7e-15   50.0   0.0   1   1   3.5e-17   1.1e-14   49.3   0.0    23   134    12   116    10   200 0.76 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S05_112_cg38_3   -            726   1.8e-20   68.7   0.0   1   1     3e-22   9.6e-20   66.4   0.0     3   127   496   619   494   646 0.91 Glycosyl transferase family 2
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S05_112_cg38_12  -            248   3.2e-25   84.2   0.0   1   1   7.1e-28   4.5e-25   83.7   0.0     1   167     6   171     6   174 0.97 Glycosyl transferase family 2
GT83.hmm             -            540 KW1-S05_112_cg75_1   -            465   3.9e-22   73.7  42.3   1   1   1.2e-24   3.9e-22   73.7  42.3    87   359   134   452   131   464 0.71 -
GT39.hmm             -            223 KW1-S05_112_cg75_1   -            465   4.2e-16   54.5  12.5   1   1   1.3e-18   4.2e-16   54.5  12.5    47   214   102   284    86   286 0.85 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S05_112_cg101_3  -            242   1.6e-32  107.9   0.0   1   1   3.6e-35   2.3e-32  107.4   0.0     1   167     9   171     9   173 0.96 Glycosyl transferase family 2
GT41.hmm             -            705 KW1-S05_112_cg138_6  -            242   1.3e-25   85.3   0.0   1   2   3.2e-15     2e-12   41.7   0.0    83   191    57   155    36   155 0.82 -
GT41.hmm             -            705 KW1-S05_112_cg138_6  -            242   1.3e-25   85.3   0.0   2   2   1.7e-15   1.1e-12   42.6   0.2   123   203   155   230   154   235 0.89 -
