#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH23.hmm             -            135 KW1-S21_242_cg2_1    -            549     5e-29   96.8   0.0   1   1   7.7e-32     5e-29   96.8   0.0    15   122   395   527   388   535 0.92 -
GH15.hmm             -            361 KW1-S21_242_cg43_3   -            599   1.6e-78  259.7   1.3   1   1   3.2e-81     2e-78  259.3   1.3     2   360   223   587   222   588 0.88 -
GT28.hmm             -            157 KW1-S21_242_cg54_1   -            385   1.3e-45  150.2   1.6   1   1   2.5e-48   1.6e-45  150.0   0.2     2   155   197   357   196   359 0.96 -
GH73.hmm             -            128 KW1-S21_242_cg58_3   -            425   4.2e-17   58.1   0.0   1   1   9.7e-20   6.2e-17   57.6   0.0    10   128   272   403   264   403 0.77 -
CE4.hmm              -            130 KW1-S21_242_cg58_4   -            362   4.1e-30   99.9   0.0   1   1   1.1e-32   6.9e-30   99.2   0.0     5   125   102   229    98   233 0.95 -
GH23.hmm             -            135 KW1-S21_242_cg73_3   -            187   2.8e-25   84.7   0.1   1   1   6.4e-28   4.1e-25   84.2   0.1     8   120    60   173    54   182 0.89 -
CE10.hmm             -            341 KW1-S21_242_cg95_2   -            294     5e-30  100.5   0.2   1   1   9.7e-33   6.2e-30  100.2   0.2    65   309    50   270     9   291 0.81 -
GT83.hmm             -            540 KW1-S21_242_cg96_3   -            407   2.4e-26   87.6  39.0   1   1   4.4e-29   2.8e-26   87.4  39.0   107   361     2   258     1   332 0.70 -
GT4.hmm              -            160 KW1-S21_242_cg97_2   -            359   6.2e-29   96.0   0.0   1   1   1.4e-31   9.1e-29   95.5   0.0    12   158   175   326   170   328 0.96 -
AA3_2.hmm            -            568 KW1-S21_242_cg122_4  -            541  1.8e-157  520.7   0.0   1   1  1.8e-159  2.4e-157  520.3   0.0     2   566     3   530     2   532 0.94 -
AA3.hmm              -            618 KW1-S21_242_cg122_4  -            541   1.7e-97  322.5   0.0   1   1   1.6e-99   2.1e-97  322.2   0.0    89   401     3   533     1   537 0.87 -
AA3_3.hmm            -            590 KW1-S21_242_cg122_4  -            541   5.9e-76  251.3   0.3   1   2   9.2e-60   1.2e-57  190.9   0.0     2   312     3   298     2   306 0.91 -
AA3_3.hmm            -            590 KW1-S21_242_cg122_4  -            541   5.9e-76  251.3   0.3   2   2   1.3e-15   1.7e-13   45.1   0.1   510   585   455   529   450   532 0.95 -
AA3_1.hmm            -            548 KW1-S21_242_cg122_4  -            541   4.9e-56  185.7   0.4   1   2   6.5e-33   8.4e-31  102.4   0.0    90   321    73   299    59   313 0.84 -
AA3_1.hmm            -            548 KW1-S21_242_cg122_4  -            541   4.9e-56  185.7   0.4   2   2   1.6e-17   2.1e-15   51.6   0.0   408   543   391   528   375   531 0.80 -
AA8.hmm              -            815 KW1-S21_242_cg122_4  -            541   6.6e-40  132.0   7.9   1   2     1e-20   1.3e-18   61.6   4.0   322   547    76   296    66   304 0.77 -
AA8.hmm              -            815 KW1-S21_242_cg122_4  -            541   6.6e-40  132.0   7.9   2   2   1.7e-15   2.2e-13   44.4   0.0   637   773   391   529   389   538 0.80 -
GT51.hmm             -            177 KW1-S21_242_cg124_2  -            875   7.6e-65  213.0   0.1   1   1   1.7e-67   1.1e-64  212.5   0.1     1   177    74   253    74   253 0.97 -
GH3.hmm              -            216 KW1-S21_242_cg125_4  -            346   1.5e-44  147.4   0.0   1   1   4.1e-47   2.7e-44  146.6   0.0    12   215    60   284    55   285 0.90 -
GH102.hmm            -            157 KW1-S21_242_cg141_11 -            382   2.7e-59  194.9   0.0   1   1   5.9e-62   3.8e-59  194.5   0.0     1   157   119   275   119   275 0.99 -
GT4.hmm              -            160 KW1-S21_242_cg207_6  -            415   6.2e-29   96.0   0.0   1   1   3.2e-31     1e-28   95.3   0.0     3   152   217   367   215   375 0.90 -
GT5.hmm              -            472 KW1-S21_242_cg207_6  -            415   1.7e-17   58.5   0.0   1   1   7.5e-20   2.4e-17   58.0   0.0   264   470   199   399   167   401 0.72 -
GT9.hmm              -            225 KW1-S21_242_cg207_7  -            352   6.9e-40  132.6   0.1   1   1   1.4e-42   9.2e-40  132.2   0.1     3   196    84   301    82   318 0.86 -
AA4.hmm              -            522 KW1-S21_242_cg215_6  -            478   1.5e-21   71.9   0.0   1   1   3.1e-20   9.9e-18   59.3   0.0    17   255     7   238     3   245 0.79 -
AA7.hmm              -            458 KW1-S21_242_cg215_6  -            478   2.7e-19   65.4   0.7   1   1   5.8e-21   1.9e-18   62.6   0.7    11   206    38   244    32   260 0.88 -
GT9.hmm              -            225 KW1-S21_242_cg222_4  -            319   1.2e-37  125.3   0.1   1   1     3e-40   1.9e-37  124.6   0.1     9   205    75   275    68   294 0.77 -
GT4.hmm              -            160 KW1-S21_242_cg222_5  -            346   3.4e-35  116.4   0.0   1   1   1.8e-37   5.8e-35  115.6   0.0     6   157   168   313   164   316 0.97 -
GT5.hmm              -            472 KW1-S21_242_cg222_5  -            346   3.3e-18   60.8   0.0   1   1   1.3e-20   4.1e-18   60.5   0.0   289   471   168   340   109   341 0.84 -
GT30.hmm             -            177 KW1-S21_242_cg225_2  -            461   2.7e-61  201.4   0.2   1   1   7.9e-63     5e-60  197.3   0.0     2   175    46   221    45   222 0.98 -
GH109.hmm            -            126 KW1-S21_242_cg243_4  -            401   2.5e-15   52.3   0.7   1   1   8.3e-18   5.3e-15   51.2   0.7    61   121    68   128    18   133 0.86 -
GT20.hmm             -            475 KW1-S21_242_cg254_2  -            462  6.5e-164  541.1   0.0   1   1  1.1e-166  7.3e-164  541.0   0.0    13   475     2   456     1   456 0.96 -
GT41.hmm             -            705 KW1-S21_242_cg258_1  -            163     3e-17   57.7   5.9   1   1   1.2e-16   7.6e-14   46.4   0.3    85   191     3   115     1   120 0.93 -
GT19.hmm             -            354 KW1-S21_242_cg260_2  -            403  1.6e-110  364.3   0.0   1   1  2.9e-113  1.8e-110  364.1   0.0     1   350    16   374    16   378 0.96 -
CE10.hmm             -            341 KW1-S21_242_cg265_2  -            296   1.6e-17   59.5   0.0   1   1   2.6e-20   1.7e-17   59.4   0.0    94   209    73   192    22   263 0.83 -
CE4.hmm              -            130 KW1-S21_242_cg276_3  -            285   1.5e-15   52.8   0.0   1   1   4.4e-18   2.8e-15   51.9   0.0    25   125    57   159    43   162 0.89 -
GH23.hmm             -            135 KW1-S21_242_cg290_2  -            619   3.2e-25   84.5   0.1   1   1   1.8e-27   1.2e-24   82.7   0.1    17   120   450   577   446   585 0.94 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S21_242_cg290_5  -            244   1.7e-17   59.1   0.0   1   1   5.8e-20   3.7e-17   57.9   0.0     1   128    12   140    12   172 0.87 Glycosyl transferase family 2
GT4.hmm              -            160 KW1-S21_242_cg295_1  -            229   1.2e-25   85.4   0.0   1   1   2.5e-28   1.6e-25   84.9   0.0    12   159    58   196    52   197 0.96 -
AA3.hmm              -            618 KW1-S21_242_cg295_2  -            368   1.4e-23   78.4   0.0   1   1   2.5e-26   1.6e-23   78.2   0.0    88   285    14   292     9   348 0.68 -
GT41.hmm             -            705 KW1-S21_242_cg309_3  -            634   3.4e-46  153.4   8.7   1   2   2.2e-15   1.4e-12   42.2   0.1    90   191   183   274   175   274 0.92 -
GT41.hmm             -            705 KW1-S21_242_cg309_3  -            634   3.4e-46  153.4   8.7   2   2   5.8e-18   3.7e-15   50.7   0.0    86   192   247   404   241   442 0.72 -
AA7.hmm              -            458 KW1-S21_242_cg315_5  -           1004   2.8e-19   65.4   1.1   1   1   5.3e-20   1.7e-17   59.5   1.3    13   147    66   203    61   220 0.91 -
AA4.hmm              -            522 KW1-S21_242_cg315_5  -           1004   1.6e-15   52.0   0.0   1   1   1.1e-15   3.6e-13   44.2   0.1    53   193    67   206    53   216 0.89 -
AA4.hmm              -            522 KW1-S21_242_cg330_3  -            496   4.1e-26   86.9   0.0   1   1   8.9e-23   2.9e-20   67.7   0.0    12   198    12   196     1   247 0.85 -
AA7.hmm              -            458 KW1-S21_242_cg330_3  -            496   7.1e-20   67.3   6.4   1   1   3.8e-22   1.2e-19   66.6   6.4    11   194    48   238    45   250 0.89 -
CE11.hmm             -            271 KW1-S21_242_cg341_4  -            319  1.9e-104  344.0   0.0   1   1  3.4e-107  2.2e-104  343.8   0.0     1   270     7   278     7   279 0.98 -
GT51.hmm             -            177 KW1-S21_242_cg342_1  -            591   4.6e-69  226.7   0.0   1   1   1.1e-71   7.3e-69  226.1   0.0     1   177    93   269    93   269 0.99 -
GH103.hmm            -            295 KW1-S21_242_cg343_1  -            338  2.9e-112  369.8   0.0   1   1  5.1e-115  3.2e-112  369.7   0.0     1   291    33   338    33   338 0.96 -
CE7.hmm              -            313 KW1-S21_242_cg359_2  -            414     1e-17   59.3   0.5   1   1   2.6e-16   1.6e-13   45.5   0.1   159   300   226   367   215   374 0.87 -
#
# Program:         hmmscan
# Version:         3.3.1 (Jul 2020)
# Pipeline mode:   SCAN
# Query file:      /beegfs/home/lxd/2_sea_metagenomics/6.metabat2/bins_redup_refinem_drep/derep_70_10/derepbins_prodigal/KW1-S21_242.proteins.faa
# Target file:     /beegfs/home/lxd/4_salt_metagenomics/tools/CAZy/dbCAN-HMMdb-V8.txt
# Option settings: hmmscan --tblout KW1-S21_242.tbl --domtblout KW1-S21_242_dom.tbl --acc --noali --notextw -E 1e-14 --domE 1e-14 --cpu 30 /beegfs/home/lxd/4_salt_metagenomics/tools/CAZy/dbCAN-HMMdb-V8.txt /beegfs/home/lxd/2_sea_metagenomics/6.metabat2/bins_redup_refinem_drep/derep_70_10/derepbins_prodigal/KW1-S21_242.proteins.faa 
# Current dir:     /beegfs/home/lxd/2_sea_metagenomics/6.metabat2/bins_redup_refinem_drep/derep_70_10/derepbins_cazy
# Date:            Thu Mar  4 19:06:40 2021
# [ok]
