#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT25.hmm             -            181 KW1-S08_128_cg3_4    -            723   2.1e-27   91.5   0.0   1   1   9.5e-30     3e-27   91.0   0.0     3   170    46   243    44   253 0.86 -
GH16.hmm             -            189 KW1-S08_128_cg3_4    -            723   3.7e-20   68.6   0.0   1   1     2e-22   6.4e-20   67.8   0.0    24   175   522   691   480   718 0.71 -
GT41.hmm             -            705 KW1-S08_128_cg23_5   -            167   1.7e-16   55.2   1.2   1   1   4.1e-19   2.6e-16   54.6   1.2    62   214    12   146     2   157 0.88 -
CBM50.hmm            -             40 KW1-S08_128_cg43_9   -            552     2e-39  129.1   0.2   1   1   5.7e-16   1.8e-13   46.0   0.0     1    38   500   541   500   542 0.88 -
GH23.hmm             -            135 KW1-S08_128_cg43_9   -            552   3.8e-23   77.8   0.9   1   1   3.4e-25   1.1e-22   76.3   0.1     2   120   132   270   131   281 0.94 -
AA7.hmm              -            458 KW1-S08_128_cg47_3   -            461  1.3e-111  369.8   6.3   1   1  9.2e-113  5.9e-110  364.3   6.3     3   458    27   454    25   454 0.91 -
GT30.hmm             -            177 KW1-S08_128_cg48_4   -            438   6.6e-72  236.0   0.2   1   1   2.2e-74   1.4e-71  234.9   0.1     2   176    32   209    31   210 0.98 -
GH130.hmm            -            296 KW1-S08_128_cg54_4   -            315   1.8e-97  321.1   0.0   1   1  3.3e-100   2.1e-97  320.9   0.0     2   296     8   305     7   305 0.97 -
GT4.hmm              -            160 KW1-S08_128_cg54_5   -            338   8.3e-29   95.6   0.0   1   1   2.1e-31   1.3e-28   95.0   0.0     9   150   170   305   166   313 0.91 -
GH23.hmm             -            135 KW1-S08_128_cg59_5   -            453   1.9e-24   82.0   0.5   1   1   1.3e-26     8e-24   80.0   0.1    11   123   277   428   267   438 0.92 -
AA7.hmm              -            458 KW1-S08_128_cg64_1   -            197   2.7e-18   62.1   1.3   1   1   5.5e-21   3.5e-18   61.7   1.3    11   152    42   186    37   189 0.90 -
CBM9.hmm             -            182 KW1-S08_128_cg87_1   -            723   5.5e-23   77.3   1.4   1   1   8.5e-26   5.5e-23   77.3   1.4     2   165    48   215    47   227 0.80 -
GH103.hmm            -            295 KW1-S08_128_cg102_3  -            345   9.6e-93  305.7   0.3   1   1   1.9e-95   1.2e-92  305.4   0.3    12   293    43   325    34   327 0.94 -
CE1.hmm              -            227 KW1-S08_128_cg115_8  -            369     1e-31  105.7   0.0   1   1   2.4e-34   1.5e-31  105.1   0.0     7   208    33   350    30   366 0.85 -
GH73.hmm             -            128 KW1-S08_128_cg128_8  -            266   1.1e-23   79.3   0.0   1   1   2.6e-26   1.7e-23   78.8   0.0    11   128   134   261   129   261 0.82 -
CE4.hmm              -            130 KW1-S08_128_cg128_9  -            366   5.7e-30   99.5   0.0   1   1   1.6e-32     1e-29   98.6   0.0     4   122    83   217    80   223 0.91 -
GT41.hmm             -            705 KW1-S08_128_cg135_11 -            279   1.3e-20   68.8   1.1   1   1   1.7e-22   1.1e-19   65.7   1.1    29   191   120   272    68   276 0.83 -
GH130.hmm            -            296 KW1-S08_128_cg156_3  -            452   2.3e-55  182.8   0.0   1   1   8.6e-58   5.5e-55  181.6   0.0    38   294   188   444   178   446 0.87 -
GT4.hmm              -            160 KW1-S08_128_cg156_4  -            779   3.7e-15   51.3   0.0   1   1   1.3e-17   8.1e-15   50.2   0.0     5   158   188   353   184   355 0.88 -
AA12.hmm             -            401 KW1-S08_128_cg159_3  -            440   3.6e-21   70.5   0.0   1   1   3.1e-23     2e-20   68.0   0.0    11   399    45   432    36   434 0.76 -
GT4.hmm              -            160 KW1-S08_128_cg166_4  -            467     5e-35  115.8   0.0   1   1   2.7e-37   8.7e-35  115.1   0.0     8   150   239   381   234   387 0.96 -
GT5.hmm              -            472 KW1-S08_128_cg166_4  -            467   2.3e-22   74.5   0.5   1   1   6.3e-20     2e-17   58.2   0.1   282   471   232   415   215   416 0.87 -
GH23.hmm             -            135 KW1-S08_128_cg169_3  -            214   7.2e-20   67.2   0.0   1   1   1.9e-22   1.2e-19   66.5   0.0     8   120   104   205    98   212 0.89 -
AA7.hmm              -            458 KW1-S08_128_cg170_1  -            956   2.3e-17   59.0   0.8   1   1   1.7e-18   1.1e-15   53.5   0.8    13   152    28   170    23   174 0.90 -
GH103.hmm            -            295 KW1-S08_128_cg172_1  -            297   1.3e-91  302.0   0.2   1   1   2.3e-94   1.5e-91  301.8   0.2    18   294     1   278     1   279 0.95 -
CBM9.hmm             -            182 KW1-S08_128_cg174_2  -            759   1.9e-21   72.3   2.4   1   1   2.9e-24   1.9e-21   72.3   2.4     1   176    61   238    61   243 0.83 -
GH23.hmm             -            135 KW1-S08_128_cg179_4  -            774   4.9e-18   61.3   0.1   1   1   3.3e-20     1e-17   60.2   0.1     6   124   152   269   147   291 0.83 -
GT41.hmm             -            705 KW1-S08_128_cg192_5  -            596   1.7e-21   71.7   9.5   1   1   5.1e-15   3.3e-12   41.0   2.0    32   191   396   546   366   578 0.74 -
