#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT83.hmm             -            540 KW1-S11_176_cg3_6    -            659   1.5e-28   94.9  49.0   1   1   2.9e-31   1.9e-28   94.6  49.0     7   382    22   387    17   492 0.76 -
GH102.hmm            -            157 KW1-S11_176_cg8_11   -            409   1.9e-58  192.2   0.0   1   1     4e-61   2.6e-58  191.8   0.0     1   157   146   302   146   302 0.99 -
GT20.hmm             -            475 KW1-S11_176_cg11_2   -            462  2.8e-164  542.3   0.0   1   1  4.9e-167  3.1e-164  542.2   0.0    13   475     2   456     1   456 0.96 -
GH15.hmm             -            361 KW1-S11_176_cg11_3   -            602   4.6e-79  261.5   0.2   1   1     1e-81   6.4e-79  261.0   0.2     2   360   226   590   225   591 0.89 -
AA4.hmm              -            522 KW1-S11_176_cg11_11  -            985   7.5e-17   56.4   0.0   1   1   2.1e-17   6.7e-15   49.9   0.0    53   193    60   199    47   208 0.89 -
AA7.hmm              -            458 KW1-S11_176_cg11_11  -            985   9.9e-17   57.0   0.6   1   1   3.3e-18   1.1e-15   53.6   1.0    13   148    59   197    54   211 0.91 -
GT41.hmm             -            705 KW1-S11_176_cg17_4   -            418   3.6e-24   80.5   3.2   1   1     5e-17   3.2e-14   47.6   0.9    56   191    14   139     4   139 0.88 -
AA3_2.hmm            -            568 KW1-S11_176_cg32_9   -            535  5.4e-159  525.8   0.0   1   1  4.9e-161  6.3e-159  525.5   0.0     2   567     5   532     4   533 0.95 -
AA3.hmm              -            618 KW1-S11_176_cg32_9   -            535  3.5e-101  334.7   0.0   1   1  3.1e-103  3.9e-101  334.6   0.0    87   400     3   533     1   534 0.88 -
AA3_3.hmm            -            590 KW1-S11_176_cg32_9   -            535   5.3e-84  277.9   0.0   1   2   1.5e-67   1.9e-65  216.6   0.0     2   317     5   305     4   322 0.90 -
AA3_3.hmm            -            590 KW1-S11_176_cg32_9   -            535   5.3e-84  277.9   0.0   2   2     7e-15   8.9e-13   42.7   0.0   522   588   466   533   450   534 0.89 -
AA3_1.hmm            -            548 KW1-S11_176_cg32_9   -            535   4.2e-54  179.3   0.0   1   1   4.8e-56   6.1e-54  178.7   0.0    13   546     2   532     1   534 0.82 -
AA8.hmm              -            815 KW1-S11_176_cg32_9   -            535   6.5e-39  128.8   0.0   1   1   4.3e-40   5.5e-38  125.7   0.0   243   776     3   533     1   534 0.79 -
GT81.hmm                -            293 KW1-S11_176_cg33_11  -            345   7.6e-19   62.9   0.0   1   1   3.1e-21     1e-18   62.5   0.0    20   215    21   200    10   245 0.86 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S11_176_cg33_11  -            345   1.5e-16   56.0   0.0   1   1   6.2e-19     2e-16   55.6   0.0     2   140    26   152    25   181 0.86 Glycosyl transferase family 2
AA4.hmm              -            522 KW1-S11_176_cg47_18  -            496   9.2e-24   79.2   0.0   1   1   3.9e-20   1.2e-17   59.0   0.0    14   198    14   196     4   252 0.86 -
AA7.hmm              -            458 KW1-S11_176_cg47_18  -            496   2.4e-17   59.0   4.9   1   1   1.5e-19   4.8e-17   58.0   4.9    11   195    48   240    45   300 0.90 -
GT4.hmm              -            160 KW1-S11_176_cg57_3   -            433   1.6e-30  101.2   0.0   1   1     4e-33   2.5e-30  100.5   0.0    10   157   228   380   223   383 0.95 -
GT4.hmm              -            160 KW1-S11_176_cg57_4   -            421   2.4e-32  107.1   0.0   1   1   1.1e-34   3.5e-32  106.6   0.0    23   159   225   358   203   359 0.89 -
GT5.hmm              -            472 KW1-S11_176_cg57_4   -            421   1.1e-16   55.8   0.0   1   1   5.1e-19   1.6e-16   55.2   0.0   272   457   190   369   147   382 0.84 -
GH3.hmm              -            216 KW1-S11_176_cg61_2   -            347     8e-44  145.1   0.0   1   1   2.2e-46   1.4e-43  144.2   0.0    13   215    61   285    52   286 0.89 -
CE4.hmm              -            130 KW1-S11_176_cg66_2   -            286   6.1e-18   60.6   0.0   1   1   1.9e-20   1.2e-17   59.6   0.0    25   123    56   156    37   161 0.91 -
GT41.hmm             -            705 KW1-S11_176_cg91_2   -            567   1.9e-45  150.9  41.5   1   1   3.4e-15   2.2e-12   41.6   0.7    47   191   143   294   111   304 0.79 -
GH103.hmm            -            295 KW1-S11_176_cg101_3  -            343  1.2e-113  374.4   0.0   1   1  2.1e-116  1.4e-113  374.2   0.0     1   294    31   339    31   340 0.97 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S11_176_cg103_10 -            334   7.4e-29   96.0   0.0   1   1   1.8e-31   1.2e-28   95.4   0.0     1   121    17   135    17   175 0.84 Glycosyl transferase family 2
GT41.hmm             -            705 KW1-S11_176_cg115_3  -            356   3.5e-37  123.5   3.8   1   1     1e-17   6.4e-15   50.0   0.3    58   191    15   138     2   138 0.87 -
GT41.hmm             -            705 KW1-S11_176_cg120_7  -            419   5.3e-16   53.5   8.1   1   1   7.2e-15   4.6e-12   40.5   0.6    60   191   220   355   173   361 0.76 -
GT4.hmm              -            160 KW1-S11_176_cg126_4  -            353   2.9e-31  103.6   0.0   1   1   7.1e-34   4.6e-31  103.0   0.0    12   157   177   323   171   326 0.95 -
GT30.hmm             -            177 KW1-S11_176_cg127_4  -            461   3.7e-61  201.0   0.0   1   1   1.2e-63   7.5e-61  200.0   0.0     2   175    46   221    45   222 0.98 -
CE4.hmm              -            130 KW1-S11_176_cg129_26 -            361   1.9e-30  101.0   0.0   1   1   5.9e-33   3.8e-30  100.1   0.0     5   124   101   227    97   232 0.94 -
GH73.hmm             -            128 KW1-S11_176_cg129_27 -            386   2.5e-16   55.6   0.0   1   1   6.5e-19   4.2e-16   54.9   0.0    12   128   238   367   233   367 0.77 -
GT2_Glycos_transf_2.hmm PF00535.25   170 KW1-S11_176_cg130_5  -            245   6.5e-25   83.2   0.0   1   1   1.4e-27     9e-25   82.7   0.0     1   166     6   171     6   174 0.89 Glycosyl transferase family 2
GT83.hmm             -            540 KW1-S11_176_cg130_6  -            558   1.5e-93  309.5  65.6   1   1   3.1e-96     2e-93  309.0  65.6     8   499    11   501     6   535 0.76 -
GT4.hmm              -            160 KW1-S11_176_cg138_7  -            346   1.7e-31  104.4   0.0   1   1   8.6e-34   2.7e-31  103.7   0.0     5   154   167   310   164   316 0.96 -
GT5.hmm              -            472 KW1-S11_176_cg138_7  -            346   1.6e-16   55.3   0.0   1   1     7e-19   2.2e-16   54.8   0.0   284   450   165   316   139   341 0.80 -
AA4.hmm              -            522 KW1-S11_176_cg155_4  -            478   1.5e-22   75.2   0.0   1   1   1.3e-21     4e-19   63.9   0.0    51   249    39   232     5   243 0.83 -
AA7.hmm              -            458 KW1-S11_176_cg155_4  -            478     2e-21   72.4   2.8   1   1   6.3e-23     2e-20   69.1   2.7    11   202    38   240    32   315 0.85 -
CE10.hmm             -            341 KW1-S11_176_cg158_4  -            294   1.5e-32  108.9   0.1   1   1   2.8e-35   1.8e-32  108.6   0.1    62   309    47   270     9   292 0.82 -
GT4.hmm              -            160 KW1-S11_176_cg160_14 -            350   2.7e-25   84.2   0.0   1   1   6.3e-28   4.1e-25   83.6   0.0     5   141   197   332   193   342 0.94 -
CE4.hmm              -            130 KW1-S11_176_cg172_1  -            287   2.9e-15   51.9   0.0   1   1     8e-18   5.1e-15   51.1   0.0    26   124    60   160    47   164 0.89 -
GT83.hmm             -            540 KW1-S11_176_cg202_4  -            536   1.4e-41  137.9  59.6   1   1   2.8e-44   1.8e-41  137.5  59.6    15   379    52   410    43   460 0.72 -
GH74.hmm             -            233 KW1-S11_176_cg206_3  -            348   4.3e-37  123.0   8.3   1   1   2.1e-15   1.3e-12   42.9   0.0    16   131   181   306   175   312 0.89 -
GT51.hmm             -            177 KW1-S11_176_cg215_10 -            620   5.6e-68  223.2   0.0   1   1   1.3e-70   8.1e-68  222.7   0.0     1   177    53   229    53   229 0.99 -
GT4.hmm              -            160 KW1-S11_176_cg232_13 -            410   1.8e-31  104.3   0.0   1   1   9.4e-34     3e-31  103.6   0.0     4   151   213   361   210   370 0.94 -
GT5.hmm              -            472 KW1-S11_176_cg232_13 -            410   4.2e-20   67.1   0.0   1   1   1.8e-22   5.7e-20   66.6   0.0   278   471   206   395   160   396 0.81 -
CE3.hmm              -            194 KW1-S11_176_cg241_3  -            235   5.7e-15   51.0   0.0   1   1   1.2e-16     8e-14   47.3   0.0     2   186    34   199    33   201 0.87 -
GT19.hmm             -            354 KW1-S11_176_cg253_5  -            409  8.7e-113  371.8   0.0   1   1  1.6e-115    1e-112  371.6   0.0     1   351    18   377    18   380 0.96 -
GT41.hmm             -            705 KW1-S11_176_cg256_6  -            567   6.8e-16   53.2   3.0   1   1   5.1e-15   3.3e-12   41.0   0.2    58   191   330   460   277   467 0.88 -
GT51.hmm             -            177 KW1-S11_176_cg258_5  -            806     8e-65  212.9   0.1   1   1   2.3e-67   1.4e-64  212.1   0.1     2   176    35   212    34   213 0.96 -
GH23.hmm             -            135 KW1-S11_176_cg259_2  -            188   1.3e-26   89.0   0.2   1   1   3.1e-29     2e-26   88.4   0.2     6   119    59   173    56   181 0.92 -
GT41.hmm             -            705 KW1-S11_176_cg261_7  -            248   2.2e-49  163.9  12.0   1   3   9.6e-21   6.1e-18   59.9   0.5    77   191    16   120     4   122 0.87 -
GT41.hmm             -            705 KW1-S11_176_cg261_7  -            248   2.2e-49  163.9  12.0   2   3   2.1e-21   1.3e-18   62.1   0.4   123   191   120   188   119   189 0.97 -
GT41.hmm             -            705 KW1-S11_176_cg261_7  -            248   2.2e-49  163.9  12.0   3   3   3.1e-18     2e-15   51.6   0.7   123   183   188   248   187   248 0.96 -
AA3_2.hmm            -            568 KW1-S11_176_cg262_6  -            541  7.6e-154  508.8   0.0   1   1  8.3e-156  1.1e-153  508.3   0.0     3   566     4   530     2   532 0.94 -
AA3.hmm              -            618 KW1-S11_176_cg262_6  -            541   1.5e-96  319.5   0.0   1   1   1.5e-98   1.9e-96  319.1   0.0    90   400     4   532     2   538 0.87 -
AA3_3.hmm            -            590 KW1-S11_176_cg262_6  -            541   4.7e-71  235.1   0.4   1   1   3.6e-57   4.6e-55  182.3   0.0     3   312     4   298     2   304 0.91 -
AA3_1.hmm            -            548 KW1-S11_176_cg262_6  -            541     5e-56  185.6   1.2   1   2   7.3e-32   9.4e-30   98.9   0.0    91   320    74   298    63   304 0.83 -
